"Model","AUPRC","Site"
"Central",0.913845025780278,1
"Site1_Local",0.921906800603069,1
"Site2_Local",0.901686630729832,1
"Site3_Local",0.901588700013873,1
"Meta",0.910855827356395,1
"GLORE",0.913845025780278,1
"fedavg",0.9127975993825,1
"Qfedavg",0.915898828597142,1
"fedavgM",0.9127975993825,1
"coef_fedprox_lr0.01_drop0_mu0",0.913625443908149,1
"Central",0.914004731479873,2
"Site1_Local",0.902995394628862,2
"Site2_Local",0.918169018776812,2
"Site3_Local",0.912145770215898,2
"Meta",0.915031909488989,2
"GLORE",0.914004731479873,2
"fedavg",0.914426535861107,2
"Qfedavg",0.914755357254506,2
"fedavgM",0.914416747420902,2
"coef_fedprox_lr0.01_drop0_mu0",0.913906880616569,2
"Central",0.915278770569559,3
"Site1_Local",0.903786749500702,3
"Site2_Local",0.913152871647245,3
"Site3_Local",0.918999754257851,3
"Meta",0.917774532479862,3
"GLORE",0.915278770569559,3
"fedavg",0.916272539994417,3
"Qfedavg",0.91605603439607,3
"fedavgM",0.916256679112338,3
"coef_fedprox_lr0.01_drop0_mu0",0.91511709966409,3
