"Model","AUPRC","Site"
"Central",0.918730797961857,1
"Site1_Local",0.921285405318844,1
"Site2_Local",0.915817293635325,1
"Site3_Local",0.918872560786348,1
"Meta",0.920091031169178,1
"GLORE",0.918730797961857,1
"fedavg",0.91905137384956,1
"Qfedavg",0.919817412339871,1
"fedavgM",0.91905137384956,1
"coef_fedprox_lr0.01_drop0_mu0",0.918621496052517,1
"Central",0.89106602498138,2
"Site1_Local",0.890469383062164,2
"Site2_Local",0.893231752439383,2
"Site3_Local",0.889359557364583,2
"Meta",0.892146578011652,2
"GLORE",0.89106602498138,2
"fedavg",0.891483237120491,2
"Qfedavg",0.892256254261178,2
"fedavgM",0.891483237120491,2
"coef_fedprox_lr0.01_drop0_mu0",0.890994122736524,2
"Central",0.912012560285331,3
"Site1_Local",0.907295226764871,3
"Site2_Local",0.907683764223395,3
"Site3_Local",0.912131109665452,3
"Meta",0.911844861196082,3
"GLORE",0.912012560285331,3
"fedavg",0.912123405802565,3
"Qfedavg",0.911998212184839,3
"fedavgM",0.912123405802565,3
"coef_fedprox_lr0.01_drop0_mu0",0.911780290889998,3
