"Model","AUPRC","Site"
"Central",0.938588866239921,1
"Site1_Local",0.943105576815039,1
"Site2_Local",0.93736595278539,1
"Site3_Local",0.939458674320998,1
"Meta",0.940405009049394,1
"GLORE",0.938588866239921,1
"fedavg",0.939590339858636,1
"Qfedavg",0.940079677381427,1
"fedavgM",0.939590339858636,1
"coef_fedprox_lr0.01_drop0_mu0",0.938520817679141,1
"Central",0.92383695725892,2
"Site1_Local",0.923962808302387,2
"Site2_Local",0.926483493140194,2
"Site3_Local",0.924443141395519,2
"Meta",0.925878899808132,2
"GLORE",0.92383695725892,2
"fedavg",0.92484603704778,2
"Qfedavg",0.925334496682915,2
"fedavgM",0.92485745115354,2
"coef_fedprox_lr0.01_drop0_mu0",0.923898807881249,2
"Central",0.921598436619977,3
"Site1_Local",0.917572724647031,3
"Site2_Local",0.919730167633177,3
"Site3_Local",0.922488754935049,3
"Meta",0.922193560556518,3
"GLORE",0.921598436619977,3
"fedavg",0.922336030966802,3
"Qfedavg",0.922073108701335,3
"fedavgM",0.922336401425224,3
"coef_fedprox_lr0.01_drop0_mu0",0.921433226371577,3
