"","x"
"1",0.430858659601026
"2",-1.80073854998284
"3",0.86835018431954
"4",0.647511491712702
"5",0.290077983236648
"6",0.15329192651711
"7",0.0559961849016669
"8",0
"9",0
"10",0
"11",-0.0533343706427148
"12",-0.0124746507964795
"13",0
"14",0
"15",0
"16",0
"17",0.00491227409595324
"18",0
"19",0
"20",-0.0575173363658982
"21",0
"22",0
"23",0
"24",0.0155492453043211
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",-0.0636319331520997
"32",-0.0135133282176072
"33",0
"34",0
"35",0
"36",0
"37",-0.000675554053714926
"38",0.00984855963108797
"39",0
"40",0
"41",-0.01675873332738
"42",0.00506056839717496
"43",0
"44",0
"45",0.00599539906090376
"46",0
"47",0
"48",0
"49",0.00550462480867469
"50",0
"51",0
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0.00333189165505871
"63",0
"64",0.0497860967631886
"65",0
"66",0
"67",0
"68",0
"69",0
"70",0
"71",-0.0204795028755764
"72",-0.0337909406328409
"73",0
"74",0
"75",0.0141749848102688
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0.0208797661597564
"83",0.0073478141541527
"84",0
"85",0
"86",0
"87",-0.0319019945092344
"88",0
"89",0
"90",0
"91",0
"92",0
"93",0
"94",0
"95",0
"96",0
"97",-0.0171274632769178
"98",0
"99",0
"100",0
"101",0
