"Model","AUPRC","Site"
"Central",0.900173896554655,1
"Site1_Local",0.952004683326953,1
"Site2_Local",0.866943294608149,1
"Site3_Local",0.906739620775102,1
"DAC",0.902829776582737,1
"Meta",0.908396750975939,1
"SHIR",0.893532722483662,1
"fedavg",0.915278768742917,1
"Qfedavg",0.945830147016229,1
"fedavgM",0.915883344611084,1
"coef_fedprox_lr0.01_drop0_mu0",0.896965781293311,1
"Central",0.929693973870293,2
"Site1_Local",0.899432099824751,2
"Site2_Local",0.955818337007365,2
"Site3_Local",0.926137899870671,2
"DAC",0.928725914188383,2
"Meta",0.938824335489711,2
"SHIR",0.924748929599994,2
"fedavg",0.933419881857794,2
"Qfedavg",0.924742624348659,2
"fedavgM",0.93347345750674,2
"coef_fedprox_lr0.01_drop0_mu0",0.922360040756658,2
"Central",0.90252967397271,3
"Site1_Local",0.894994028719597,3
"Site2_Local",0.892635829889026,3
"Site3_Local",0.910051707612278,3
"DAC",0.903019923877372,3
"Meta",0.908061503973258,3
"SHIR",0.89782252217988,3
"fedavg",0.908574504340503,3
"Qfedavg",0.902418003179752,3
"fedavgM",0.908353957303806,3
"coef_fedprox_lr0.01_drop0_mu0",0.896097358782827,3
