"vars","p.value","z","V2_better","site"
"Site1_Local","1.37709597571434e-07","-5.13953499598701",FALSE,1
"Site2_Local","0.999810594038075","3.55442125928097",FALSE,1
"Site3_Local","0.0146744432567806","-2.17876827947261",TRUE,1
"DAC","0.0732148414535424","-1.45225871265855",FALSE,1
"Meta","0.010802576082758","-2.29723877719032",TRUE,1
"SHIR","0.793664046485249","0.81920071503088",FALSE,1
"fedavg","0.00100270549723264","-3.08942979002379",TRUE,1
"Qfedavg","1.10992706795344e-09","-5.98084325148538",FALSE,1
"fedavgM","0.000938140690086607","-3.10914732052059",TRUE,1
"coef_fedprox_lr0.01_drop0_mu0","0.900161644744815","1.28247317113944",FALSE,1
"Site1_Local","0.999999997006758","5.81713485846008",FALSE,2
"Site2_Local","8.75471746290723e-10","-6.01937265021274",FALSE,2
"Site3_Local","0.984122346352639","2.14747723943381",FALSE,2
"DAC","0.93482507334534","1.51272371411505",FALSE,2
"Meta","2.3452574878115e-05","-4.0705357116394",FALSE,2
"SHIR","0.997876503831573","2.85920873069681",FALSE,2
"fedavg","0.0386117631187031","-1.7670280773234",TRUE,2
"Qfedavg","0.905001365534584","1.31058719141469",FALSE,2
"fedavgM","0.0345926662028586","-1.8172075954417",TRUE,2
"coef_fedprox_lr0.01_drop0_mu0","0.991675357884273","2.39436251050261",FALSE,2
"Site1_Local","0.972422577580467","1.91765441982927",FALSE,3
"Site2_Local","0.997572898266132","2.81655298952359",FALSE,3
"Site3_Local","3.02489917997684e-07","-4.98962063699918",FALSE,3
"DAC","0.200432865752768","-0.840076078687539",FALSE,3
"Meta","0.000960316509679996","-3.10223826867124",TRUE,3
"SHIR","0.960997567780164","1.7623814867106",FALSE,3
"fedavg","0.00150687425342398","-2.966332114762",TRUE,3
"Qfedavg","0.454816722532467","-0.113500905716332",FALSE,3
"fedavgM","0.00221830554147651","-2.84532514079025",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.999281066760732","3.18693990272444",FALSE,3
