"Model","AUPRC","Site"
"Central",0.907595344457925,1
"Site1_Local",0.909783762636176,1
"Site2_Local",0.906047896003244,1
"Site3_Local",0.907154172167415,1
"Meta",0.907097349558931,1
"GLORE",0.907595344457925,1
"fedavg",0.907748118909287,1
"Qfedavg",0.907745886440672,1
"fedavgM",0.907491553811969,1
"coef_fedprox_lr0.01_drop0_mu0",0.907476467351648,1
"Central",0.912552510490995,2
"Site1_Local",0.907783184233898,2
"Site2_Local",0.918764571803034,2
"Site3_Local",0.908413806333146,2
"Meta",0.913201762862521,2
"GLORE",0.912552510490995,2
"fedavg",0.912898652419758,2
"Qfedavg",0.91346970268405,2
"fedavgM",0.91087106836448,2
"coef_fedprox_lr0.01_drop0_mu0",0.912575598278315,2
"Central",0.903526508469952,3
"Site1_Local",0.901338979225119,3
"Site2_Local",0.897285892797533,3
"Site3_Local",0.905353036908683,3
"Meta",0.904549172923562,3
"GLORE",0.903526508469952,3
"fedavg",0.903895328391586,3
"Qfedavg",0.90407932913076,3
"fedavgM",0.905152190135451,3
"coef_fedprox_lr0.01_drop0_mu0",0.903412886231325,3
