"Model","AUPRC","Site"
"Central",0.911689347264903,1
"Site1_Local",0.929214079016436,1
"Site2_Local",0.906635206209795,1
"Site3_Local",0.915050104874803,1
"Meta",0.917369604568225,1
"GLORE",0.911689347264903,1
"fedavg",0.913611251952355,1
"Qfedavg",0.917571157631813,1
"fedavgM",0.913611251952355,1
"coef_fedprox_lr0.01_drop0_mu0",0.911099554105195,1
"Central",0.904670392337496,2
"Site1_Local",0.884471650461858,2
"Site2_Local",0.904765837197491,2
"Site3_Local",0.902750333899739,2
"Meta",0.903270102858041,2
"GLORE",0.904670392337496,2
"fedavg",0.904532682092691,2
"Qfedavg",0.903683936746005,2
"fedavgM",0.904532682092691,2
"coef_fedprox_lr0.01_drop0_mu0",0.904656743452249,2
"Central",0.920398212431962,3
"Site1_Local",0.909073393539475,3
"Site2_Local",0.918096001463602,3
"Site3_Local",0.921153075871545,3
"Meta",0.920798795637083,3
"GLORE",0.920398212431962,3
"fedavg",0.920708891691576,3
"Qfedavg",0.920367414665133,3
"fedavgM",0.920708891691576,3
"coef_fedprox_lr0.01_drop0_mu0",0.920405803297878,3
