"vars","p.value","z","V2_better","site"
"Site1_Local","0.0839391989494907","-1.37905305044266",FALSE,1
"Site2_Local","0.943552946470165","1.58531797497406",FALSE,1
"Site3_Local","0.46958622758359","-0.0763100188888272",FALSE,1
"Meta","0.290564559205789","-0.551736179439855",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.262524894126217","-0.635580644758107",FALSE,1
"Qfedavg","0.116946518334253","-1.19039026716231",FALSE,1
"fedavgM","0.146919664970393","-1.04973638575259",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.252574598454324","-0.666409805202545",FALSE,1
"Site1_Local","0.996603653865718","2.70684031101416",FALSE,2
"Site2_Local","0.119817046861468","-1.17590186452372",FALSE,2
"Site3_Local","0.97165692967542","1.90572309982026",FALSE,2
"Meta","0.807464637932626","0.868591282848538",FALSE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.816317771963005","0.901421120319747",FALSE,2
"Qfedavg","0.777905072785203","0.765137193222421",FALSE,2
"fedavgM","0.566306050272251","0.166977313564315",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.749876355256831","0.674100707909384",FALSE,2
"Site1_Local","0.920791944167649","1.41041861612914",FALSE,3
"Site2_Local","0.993726187570276","2.49635700111671",FALSE,3
"Site3_Local","0.0293723320779039","-1.8900994239377",TRUE,3
"Meta","0.0166188530916731","-2.12920012974301",TRUE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.0503742487857666","-1.64123570074758",FALSE,3
"Qfedavg","0.090739091037936","-1.33621753257975",FALSE,3
"fedavgM","0.00263816954821177","-2.78966016911147",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.202778004035685","-0.831739485143806",FALSE,3
