"Model","AUPRC","Site"
"Central",0.944165850312485,1
"Site1_Local",0.943194154398885,1
"Site2_Local",0.938857721787647,1
"Site3_Local",0.943220077141004,1
"Meta",0.943917850569794,1
"GLORE",0.944165850312485,1
"fedavg",0.944123920001996,1
"Qfedavg",0.944381347127223,1
"fedavgM",0.944123920001996,1
"coef_fedprox_lr0.01_drop0_mu0",0.943921485528392,1
"Central",0.916165073069518,2
"Site1_Local",0.906185364897163,2
"Site2_Local",0.918929647525498,2
"Site3_Local",0.917054198099314,2
"Meta",0.917811485817436,2
"GLORE",0.916165073069518,2
"fedavg",0.916994548955149,2
"Qfedavg",0.916721134604162,2
"fedavgM",0.916994548955149,2
"coef_fedprox_lr0.01_drop0_mu0",0.916049883119639,2
"Central",0.909614356327613,3
"Site1_Local",0.901215891623831,3
"Site2_Local",0.907869007231213,3
"Site3_Local",0.910940264203164,3
"Meta",0.910184812891329,3
"GLORE",0.909614356327613,3
"fedavg",0.910003071163127,3
"Qfedavg",0.909619927384618,3
"fedavgM",0.910003071163127,3
"coef_fedprox_lr0.01_drop0_mu0",0.909678472335314,3
