"","x"
"1",0.424096090998649
"2",-1.51378998522916
"3",0.752662620745028
"4",0.500232817036079
"5",0.182597233885807
"6",0.0945789143277186
"7",0.00566879207396026
"8",-0.033622934833976
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0.00987480575245977
"17",0
"18",0
"19",0.0094333458501071
"20",-0.00150026929280156
"21",0
"22",0
"23",0
"24",0
"25",-0.00771679677079883
"26",-0.000296076670366491
"27",-0.00984976840208206
"28",0
"29",0.00319753698108377
"30",-0.0174584301527597
"31",0
"32",0.0290575745273629
"33",0
"34",0
"35",0
"36",0.00231516253109898
"37",0
"38",0.0238885861273777
"39",-0.00968515594474557
"40",0
"41",0
"42",0
"43",0.0183359280858197
"44",-0.0178210759446372
"45",-0.0305549591240203
"46",-0.0281238064339107
"47",-0.0169537147703224
"48",0.0330247571901206
"49",0
"50",0.0120974655186986
"51",-0.00587958183398854
"52",-0.0119393072131909
"53",0
"54",0.00980391683705023
"55",0
"56",-0.0114244547539704
"57",0
"58",0.028891446684598
"59",0
"60",-0.033855906890775
"61",-0.0048155766976729
"62",0
"63",0
"64",-0.00614531885878651
"65",-0.00257934564277983
"66",0
"67",0.02017195535568
"68",0
"69",0.00448146480372129
"70",0
"71",0
"72",0
"73",-0.0228958125724968
"74",0
"75",0.0123932369919791
"76",-0.0265422504982926
"77",0
"78",0.0142133118031648
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0.0300564720389046
"85",0
"86",-0.00417648135050634
"87",-0.00427430834795063
"88",0
"89",-0.00613654154777023
"90",0
"91",0
"92",0
"93",0
"94",-0.00449019057812314
"95",0.0235536592529702
"96",0
"97",0
"98",-0.000895655485900777
"99",0.0194937049066541
"100",0.0320460665402635
"101",-0.0161393786753493
