"Model","AUPRC","Site"
"Central",0.911590328743293,1
"Site1_Local",0.941848643397148,1
"Site2_Local",0.903542386409777,1
"Site3_Local",0.919582973114047,1
"DAC",0.915198397660723,1
"Meta",0.920188110622092,1
"SHIR",0.908435348853918,1
"fedavg",0.922248673500541,1
"Qfedavg",0.946699609294195,1
"fedavgM",0.923685571776547,1
"coef_fedprox_lr0.01_drop0_mu0",0.905843726877281,1
"Central",0.912392214690817,2
"Site1_Local",0.896069874635985,2
"Site2_Local",0.927680679408523,2
"Site3_Local",0.908803031886828,2
"DAC",0.911181363381598,2
"Meta",0.916413573258418,2
"SHIR",0.909898233229433,2
"fedavg",0.916196186152824,2
"Qfedavg",0.917865196695623,2
"fedavgM",0.916283797039792,2
"coef_fedprox_lr0.01_drop0_mu0",0.905401399689774,2
"Central",0.90559159586449,3
"Site1_Local",0.899128367188243,3
"Site2_Local",0.898423314988555,3
"Site3_Local",0.910609064973754,3
"DAC",0.906235985003857,3
"Meta",0.908184923834279,3
"SHIR",0.904744241585564,3
"fedavg",0.908831544290606,3
"Qfedavg",0.902147380231409,3
"fedavgM",0.90893481737303,3
"coef_fedprox_lr0.01_drop0_mu0",0.901495424886203,3
