"vars","p.value","z","V2_better","site"
"Site1_Local","1.18639626850792e-05","-4.22657116374696",FALSE,1
"Site2_Local","0.923484581204763","1.42890744407025",FALSE,1
"Site3_Local","0.0240719856013459","-1.97609541875577",TRUE,1
"DAC","0.143518492123702","-1.06464416854893",FALSE,1
"Meta","0.010062603107674","-2.32400537030692",TRUE,1
"SHIR","0.873855421719528","1.14480689969745",FALSE,1
"fedavg","0.000286948313133542","-3.44366013359978",TRUE,1
"Qfedavg","1.21200160713854e-08","-5.57864431554746",FALSE,1
"fedavgM","6.8254775192428e-05","-3.81440841361812",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.921488838898159","1.41515750047634",FALSE,1
"Site1_Local","0.998574738813473","2.98341388603372",FALSE,2
"Site2_Local","9.26959691505853e-05","-3.73813290849859",FALSE,2
"Site3_Local","0.922193705883006","1.4199831444664",FALSE,2
"DAC","0.919980202005247","1.40493840200398",FALSE,2
"Meta","0.0451205699330249","-1.69412706755702",TRUE,2
"SHIR","0.910428253476774","1.3433968910664",FALSE,2
"fedavg","0.232107463908838","-0.731924047091559",FALSE,2
"Qfedavg","0.413755186673449","-0.217895705407098",FALSE,2
"fedavgM","0.248712799444404","-0.678545951330905",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.999473702674206","3.27607805609566",FALSE,2
"Site1_Local","0.980514260419818","2.06448790862966",FALSE,3
"Site2_Local","0.999963733319073","3.96781908458186",FALSE,3
"Site3_Local","0.000157608217843301","-3.60246287025643",TRUE,3
"DAC","0.357238905282626","-0.36584892421712",FALSE,3
"Meta","0.0524072264079659","-1.6219481394647",FALSE,3
"SHIR","0.961921472271075","1.77343257348265",FALSE,3
"fedavg","0.00221579896929724","-2.8456852129679",TRUE,3
"Qfedavg","0.719926687930761","0.58262373444477",FALSE,3
"fedavgM","0.004375876433188","-2.62160215736952",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.978424651124303","2.0222483870525",FALSE,3
