"vars","p.value","z","V2_better","site"
"Site1_Local","0.00609404458442121","-2.50665127478477",TRUE,1
"Site2_Local","0.687059424086337","0.487532309830788",FALSE,1
"Site3_Local","0.64118252337002","0.361621423188556",FALSE,1
"DAC","0.58277138882198","0.208988491949258",FALSE,1
"Meta","0.232466772966797","-0.730747255079824",FALSE,1
"SHIR","0.459830880764593","-0.100859792119698",FALSE,1
"fedavg","0.000347355467682672","-3.39165800755248",TRUE,1
"Qfedavg","5.99363151109455e-08","-5.2936899113742",FALSE,1
"fedavgM","0.000737886079017491","-3.17940602045257",TRUE,1
"coef_fedprox_lr0.01_drop0_mu0","0.852010949717673","1.04509708634918",FALSE,1
"Site1_Local","0.897007450277826","1.26468268471414",FALSE,2
"Site2_Local","0.197731814572799","-0.849750834958922",FALSE,2
"Site3_Local","0.768865300333531","0.73511509922696",FALSE,2
"DAC","0.440230163907271","-0.150385693534348",FALSE,2
"Meta","0.274011665206026","-0.600724751608473",FALSE,2
"SHIR","0.659973713479492","0.41239138983862",FALSE,2
"fedavg","0.0656436437104386","-1.50904498411876",FALSE,2
"Qfedavg","0.108624197584917","-1.23387792850095",FALSE,2
"fedavgM","0.0365502230346893","-1.79220305132087",TRUE,2
"coef_fedprox_lr0.01_drop0_mu0","0.970271425980888","1.88479775612152",FALSE,2
"Site1_Local","0.999151734057642","3.13877927069459",FALSE,3
"Site2_Local","0.963067672768875","1.78745081769061",FALSE,3
"Site3_Local","0.000735412093312847","-3.18037925709957",TRUE,3
"DAC","0.703718670485276","0.535126105884906",FALSE,3
"Meta","0.031961077476746","-1.85272241905284",TRUE,3
"SHIR","0.813627318857696","0.891342672777155",FALSE,3
"fedavg","0.0195569736865598","-2.06298611536896",TRUE,3
"Qfedavg","0.810063585354936","0.878130635632317",FALSE,3
"fedavgM","0.0165035288132919","-2.13199743251014",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.999071635281813","3.11224086088942",FALSE,3
