"","x"
"1",0.437540655235049
"2",-1.59584274999803
"3",0.76508607086326
"4",0.492136305139161
"5",0.277324987208822
"6",0.0464139619982047
"7",0.0121079114622795
"8",0
"9",0
"10",-0.0100126876978214
"11",0
"12",-0.00767623410990951
"13",0
"14",-0.0500893473365269
"15",0.0460963034378083
"16",0
"17",0
"18",0.00591460227651404
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0.0110647462639545
"30",0
"31",0
"32",0
"33",0
"34",0.00416040028124326
"35",0
"36",0.001885355219837
"37",0
"38",0
"39",0
"40",0
"41",-0.00601791338083683
"42",0
"43",0
"44",0
"45",0
"46",-0.0345424493924791
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",-0.0115202737380797
"55",0
"56",0
"57",0
"58",0
"59",0.0224570388434687
"60",0
"61",-0.00747815470705074
"62",0.0226905292853659
"63",0.00251714417922433
"64",0
"65",0
"66",-0.00703165192499954
"67",0.0160126557157155
"68",-0.00237102653804201
"69",0
"70",0
"71",0
"72",0.00373535328257663
"73",0
"74",-0.0192026857565296
"75",0
"76",0
"77",0
"78",0
"79",0
"80",0
"81",0
"82",0
"83",0
"84",-0.00227726556151384
"85",-0.000858329176934509
"86",0
"87",0
"88",0
"89",0
"90",-0.0375610186905038
"91",0
"92",0
"93",0.0174574728015406
"94",0.00493137753757066
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0
"101",0
