"Model","AUPRC","Site"
"Central",0.906299638557547,1
"Site1_Local",0.916006836772188,1
"Site2_Local",0.902823558519551,1
"Site3_Local",0.907312190757198,1
"DAC",0.906195437235467,1
"Meta",0.910589670906988,1
"SHIR",0.903545283023319,1
"fedavg",0.921728096210368,1
"Qfedavg",0.947352615985185,1
"fedavgM",0.923973777159148,1
"coef_fedprox_lr0.01_drop0_mu0",0.904147575118889,1
"Central",0.923442886883497,2
"Site1_Local",0.921159317267964,2
"Site2_Local",0.942359465481492,2
"Site3_Local",0.919574773350851,2
"DAC",0.924478319334426,2
"Meta",0.930487493970074,2
"SHIR",0.917689295044684,2
"fedavg",0.929444504406181,2
"Qfedavg",0.92601830704497,2
"fedavgM",0.92781853914244,2
"coef_fedprox_lr0.01_drop0_mu0",0.921961623312524,2
"Central",0.904448343489207,3
"Site1_Local",0.901720558681244,3
"Site2_Local",0.898910630508491,3
"Site3_Local",0.911986569701862,3
"DAC",0.904849289430546,3
"Meta",0.908903471315563,3
"SHIR",0.900415314596129,3
"fedavg",0.908113243039757,3
"Qfedavg",0.900049712245033,3
"fedavgM",0.90801022060436,3
"coef_fedprox_lr0.01_drop0_mu0",0.90065433820477,3
