"Model","AUPRC","Site"
"Central",0.911242270334697,1
"Site1_Local",0.916660881126567,1
"Site2_Local",0.908918162825839,1
"Site3_Local",0.905653981990955,1
"DAC",0.913756324249047,1
"Meta",0.91075331233499,1
"SHIR",0.90772242321154,1
"fedavg",0.912167848884766,1
"Qfedavg",0.936353565516393,1
"fedavgM",0.9125651282723,1
"coef_fedprox_lr0.01_drop0_mu0",0.902402179966435,1
"Central",0.88815015614864,2
"Site1_Local",0.88751001627599,2
"Site2_Local",0.897453981848701,2
"Site3_Local",0.884262037736664,2
"DAC",0.89175927784099,2
"Meta",0.889355091829926,2
"SHIR",0.890617488990112,2
"fedavg",0.886043385626804,2
"Qfedavg",0.892835374762685,2
"fedavgM",0.885916327639015,2
"coef_fedprox_lr0.01_drop0_mu0",0.873644446734987,2
"Central",0.909449404126071,3
"Site1_Local",0.902439272379068,3
"Site2_Local",0.905174268623108,3
"Site3_Local",0.91485416506995,3
"DAC",0.909371517375785,3
"Meta",0.912263936562552,3
"SHIR",0.907812079494451,3
"fedavg",0.912595483478985,3
"Qfedavg",0.900861650382154,3
"fedavgM",0.91241138175664,3
"coef_fedprox_lr0.01_drop0_mu0",0.906410312826538,3
