"vars","p.value","z","V2_better","site"
"Site1_Local","0.190660983576407","-0.875463122554218",FALSE,1
"Site2_Local","0.662020720328137","0.417984350308387",FALSE,1
"Site3_Local","0.314110103507701","-0.484233440227893",FALSE,1
"Meta","0.23940660339541","-0.708212657841487",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.215648928872953","-0.786972682491807",FALSE,1
"Qfedavg","0.120646788902064","-1.17175962268007",FALSE,1
"fedavgM","0.215648928872953","-0.786972682491807",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.577505361003754","0.195515661718674",FALSE,1
"Site1_Local","0.727137653750121","0.604178922700141",FALSE,2
"Site2_Local","0.029307856625912","-1.89106466051059",TRUE,2
"Site3_Local","0.141704319848695","-1.07269354015246",FALSE,2
"Meta","0.0463560419450521","-1.6812617505221",TRUE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.00905301309621893","-2.36344270333346",TRUE,2
"Qfedavg","0.029797897680077","-1.88377220068168",TRUE,2
"fedavgM","0.00905301309621893","-2.36344270333346",TRUE,2
"coef_fedprox_lr0.01_drop0_mu0","0.860161096362595","1.08104340305437",FALSE,2
"Site1_Local","0.509244658727582","0.0231749972619366",FALSE,3
"Site2_Local","0.615404030923035","0.293432040229558",FALSE,3
"Site3_Local","0.0622674411091637","-1.53601426313463",FALSE,3
"Meta","0.0511984327616673","-1.63334305881035",FALSE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.040601718140774","-1.74374573674742",TRUE,3
"Qfedavg","0.0385361510348232","-1.7679318223384",TRUE,3
"fedavgM","0.040601718140774","-1.74374573674742",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.917003307327896","1.38519324606769",FALSE,3
