"Model","AUPRC","Site"
"Central",0.894735596123937,1
"Site1_Local",0.905281457739526,1
"Site2_Local",0.894903750554295,1
"Site3_Local",0.891869498992126,1
"Meta",0.896542907779261,1
"GLORE",0.894735596123937,1
"fedavg",0.895261485419689,1
"Qfedavg",0.897914457510196,1
"fedavgM",0.895243110100667,1
"coef_fedprox_lr0.01_drop0_mu0",0.89474427510475,1
"Central",0.87917126564285,2
"Site1_Local",0.872749250374518,2
"Site2_Local",0.879185506862353,2
"Site3_Local",0.875677784560497,2
"Meta",0.878275939971959,2
"GLORE",0.87917126564285,2
"fedavg",0.879257309377215,2
"Qfedavg",0.87975186265266,2
"fedavgM",0.879286450811829,2
"coef_fedprox_lr0.01_drop0_mu0",0.878968518973273,2
"Central",0.906822393262467,3
"Site1_Local",0.891169919199085,3
"Site2_Local",0.90559577196527,3
"Site3_Local",0.909064208114921,3
"Meta",0.907557295803649,3
"GLORE",0.906822393262467,3
"fedavg",0.907345733367062,3
"Qfedavg",0.905626901435696,3
"fedavgM",0.907333555837673,3
"coef_fedprox_lr0.01_drop0_mu0",0.907056710177917,3
