"vars","p.value","z","V2_better","site"
"Site1_Local","0.0566717437637382","-1.58334220804112",FALSE,1
"Site2_Local","0.382454069709757","-0.299041816725386",FALSE,1
"Site3_Local","0.951833732666896","1.6628995991154",FALSE,1
"Meta","0.287824098127003","-0.559752603794702",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.248436640892285","-0.679417630866722",FALSE,1
"Qfedavg","0.0132822975109663","-2.21785684129274",TRUE,1
"fedavgM","0.266134374474075","-0.62454648982946",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.204403876329362","-0.825993546501591",FALSE,1
"Site1_Local","0.934900517019101","1.51331775058662",FALSE,2
"Site2_Local","0.440749442358498","-0.149069383034982",FALSE,2
"Site3_Local","0.873345651791077","1.14234968533436",FALSE,2
"Meta","0.667612087617351","0.433328928609475",FALSE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.379203710351553","-0.307572798999661",FALSE,2
"Qfedavg","0.321485940171533","-0.463547633070261",FALSE,2
"fedavgM","0.362853447376339","-0.350841988442055",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.816962361458274","0.903849373558259",FALSE,2
"Site1_Local","0.999958649621141","3.93643572344377",FALSE,3
"Site2_Local","0.821575322045736","0.921385194307902",FALSE,3
"Site3_Local","0.169672876026997","-0.955458757986617",FALSE,3
"Meta","0.21628268229193","-0.784809337527775",FALSE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.0516527259584357","-1.62903574613178",FALSE,3
"Qfedavg","0.824065614968969","0.930970604508364",FALSE,3
"fedavgM","0.0578997342596565","-1.57265179039957",FALSE,3
"coef_fedprox_lr0.01_drop0_mu0","0.141903022744338","-1.07180852002603",FALSE,3
