"Model","AUPRC","Site"
"Central",0.910670215569955,1
"Site1_Local",0.93227599477344,1
"Site2_Local",0.907160191154207,1
"Site3_Local",0.909442931829653,1
"DAC",0.912306261185168,1
"Meta",0.915790370246457,1
"SHIR",0.915308390846809,1
"fedavg",0.918898156920234,1
"Qfedavg",0.945420547608338,1
"fedavgM",0.921997894526639,1
"coef_fedprox_lr0.01_drop0_mu0",0.908180539938426,1
"Central",0.89322535430347,2
"Site1_Local",0.876368870107847,2
"Site2_Local",0.902818192805881,2
"Site3_Local",0.884470273844186,2
"DAC",0.893521185910355,2
"Meta",0.889888937782211,2
"SHIR",0.891057200307543,2
"fedavg",0.897409814767954,2
"Qfedavg",0.884915550665798,2
"fedavgM",0.893935039107466,2
"coef_fedprox_lr0.01_drop0_mu0",0.89213954372805,2
"Central",0.911092090022005,3
"Site1_Local",0.904919259363172,3
"Site2_Local",0.908089717749955,3
"Site3_Local",0.919623219610703,3
"DAC",0.912770546463302,3
"Meta",0.917112504698325,3
"SHIR",0.91336231147975,3
"fedavg",0.905244987880544,3
"Qfedavg",0.9048862320598,3
"fedavgM",0.912011539445647,3
"coef_fedprox_lr0.01_drop0_mu0",0.904175427194246,3
