"Model","AUPRC","Site"
"Central",0.897868764937142,1
"Site1_Local",0.911200284560142,1
"Site2_Local",0.900601057445722,1
"Site3_Local",0.899253388101554,1
"Meta",0.902198706003499,1
"GLORE",0.897868764937142,1
"fedavg",0.899458488262052,1
"Qfedavg",0.900957439085883,1
"fedavgM",0.899458488262052,1
"coef_fedprox_lr0.01_drop0_mu0",0.897593620376827,1
"Central",0.924378106331945,2
"Site1_Local",0.917159349092115,2
"Site2_Local",0.927614242599885,2
"Site3_Local",0.924374367334033,2
"Meta",0.926091117682366,2
"GLORE",0.924378106331945,2
"fedavg",0.925202093419938,2
"Qfedavg",0.926133222189232,2
"fedavgM",0.925202093419938,2
"coef_fedprox_lr0.01_drop0_mu0",0.924370908444568,2
"Central",0.917047986026545,3
"Site1_Local",0.905972983644199,3
"Site2_Local",0.913788499577844,3
"Site3_Local",0.917004330333435,3
"Meta",0.916113154650256,3
"GLORE",0.917047986026545,3
"fedavg",0.917154334663568,3
"Qfedavg",0.91649292216519,3
"fedavgM",0.917154334663568,3
"coef_fedprox_lr0.01_drop0_mu0",0.917126163595648,3
