"","x"
"1",0.537315118695473
"2",-1.77763813986701
"3",0.740307207727828
"4",0.576017312006902
"5",0.258691718455278
"6",0.0826555859025441
"7",0.0654642926977817
"8",-0.0101403248120295
"9",0
"10",0
"11",0
"12",-0.00619747538466509
"13",0
"14",0
"15",0
"16",-0.0101077236395178
"17",0.0241071522366049
"18",0
"19",0.0241382973310085
"20",-0.00307068109731776
"21",0
"22",-0.0166212472895298
"23",0
"24",-0.0529116486852606
"25",-0.0216688594604489
"26",0
"27",0
"28",0
"29",0
"30",-0.00856836447125206
"31",-0.00916624811218103
"32",-0.0180192381954453
"33",0
"34",-0.0357131073147777
"35",0
"36",-0.0118104581639828
"37",0.0121187188786623
"38",0
"39",0
"40",0
"41",-0.013199813932072
"42",0
"43",0
"44",0
"45",0.0148677250219348
"46",0.0196892262007706
"47",0
"48",0
"49",0.0550386635838449
"50",0
"51",-0.0263733583981281
"52",0
"53",0
"54",-0.006713718342876
"55",0
"56",-0.0458892221215705
"57",0.0319618703651334
"58",0.0410478624861614
"59",0
"60",0
"61",-0.00877769855798071
"62",-0.0145031245994224
"63",0.0141785989149861
"64",0
"65",-0.0152410676784207
"66",-0.00399085170293009
"67",-0.013622216371947
"68",0.0438220677321656
"69",0
"70",0.00672972932763571
"71",0
"72",0
"73",0.00255129866482312
"74",0
"75",0
"76",0
"77",-0.00110718419775601
"78",0
"79",0.00477106054390633
"80",0.0159593498821454
"81",0
"82",0
"83",-0.0132188988622712
"84",0.0583552219201688
"85",-0.0229740995801078
"86",0.0280332559266012
"87",-0.00993979915722031
"88",0.0150430112776021
"89",0.00276444734179926
"90",0
"91",0.0224664614384622
"92",0
"93",-0.0186998056438359
"94",0
"95",0
"96",-0.0399940648442013
"97",0
"98",0
"99",-0.014597375129089
"100",0
"101",-0.0277152340283263
