"Model","AUPRC","Site"
"Central",0.907386200703354,1
"Site1_Local",0.932001503584201,1
"Site2_Local",0.899593166205366,1
"Site3_Local",0.900117168763886,1
"DAC",0.906137228921174,1
"Meta",0.906942254724961,1
"SHIR",0.899361118393188,1
"fedavg",0.91302519815442,1
"Qfedavg",0.951886615209997,1
"fedavgM",0.912928482315655,1
"coef_fedprox_lr0.01_drop0_mu0",0.900045330523365,1
"Central",0.915065223615332,2
"Site1_Local",0.903243063571924,2
"Site2_Local",0.929439131940769,2
"Site3_Local",0.913511334838976,2
"DAC",0.916357320363502,2
"Meta",0.919885290061315,2
"SHIR",0.915064355860365,2
"fedavg",0.917600223163801,2
"Qfedavg",0.91138252955229,2
"fedavgM",0.917788180070876,2
"coef_fedprox_lr0.01_drop0_mu0",0.909141495758024,2
"Central",0.908914368307847,3
"Site1_Local",0.897356838825407,3
"Site2_Local",0.904646813473583,3
"Site3_Local",0.918382815198551,3
"DAC",0.908199408314481,3
"Meta",0.91477257326727,3
"SHIR",0.9060196445614,3
"fedavg",0.915276527600759,3
"Qfedavg",0.904981480856881,3
"fedavgM",0.915160650637455,3
"coef_fedprox_lr0.01_drop0_mu0",0.904995169716932,3
