"Model","AUPRC","Site"
"Central",0.93666430753466,1
"Site1_Local",0.949912342971804,1
"Site2_Local",0.927670734684557,1
"Site3_Local",0.933511706782461,1
"DAC",0.934484439588171,1
"Meta",0.936163580709443,1
"SHIR",0.932122023153799,1
"fedavg",0.948352212626577,1
"Qfedavg",0.965202518496086,1
"fedavgM",0.948808872335597,1
"coef_fedprox_lr0.01_drop0_mu0",0.931936617350141,1
"Central",0.917734807244861,2
"Site1_Local",0.91747078155596,2
"Site2_Local",0.930667219371646,2
"Site3_Local",0.921497691825228,2
"DAC",0.918166837010519,2
"Meta",0.925053169455845,2
"SHIR",0.916299740132132,2
"fedavg",0.919132508978981,2
"Qfedavg",0.915126576290831,2
"fedavgM",0.918746015855116,2
"coef_fedprox_lr0.01_drop0_mu0",0.910575266797847,2
"Central",0.91062133387546,3
"Site1_Local",0.904286816049583,3
"Site2_Local",0.904864022948657,3
"Site3_Local",0.914897473078901,3
"DAC",0.908153713538843,3
"Meta",0.912072726036767,3
"SHIR",0.902728777309793,3
"fedavg",0.913107033256749,3
"Qfedavg",0.905751000216443,3
"fedavgM",0.913413272676269,3
"coef_fedprox_lr0.01_drop0_mu0",0.908366158042517,3
