"Model","AUPRC","Site"
"Central",0.89135004538888,1
"Site1_Local",0.909577262797699,1
"Site2_Local",0.880546836632399,1
"Site3_Local",0.891718187319267,1
"DAC",0.892134637016129,1
"Meta",0.896214735961059,1
"SHIR",0.893316020447104,1
"fedavg",0.901020430542094,1
"Qfedavg",0.946151212558785,1
"fedavgM",0.900897447833549,1
"coef_fedprox_lr0.01_drop0_mu0",0.891039025899757,1
"Central",0.930808681748886,2
"Site1_Local",0.909528606207089,2
"Site2_Local",0.957508902479312,2
"Site3_Local",0.926037404810213,2
"DAC",0.931757764387987,2
"Meta",0.940150572695303,2
"SHIR",0.925946592646924,2
"fedavg",0.935298500444258,2
"Qfedavg",0.924042610497008,2
"fedavgM",0.937393921531376,2
"coef_fedprox_lr0.01_drop0_mu0",0.921696258836299,2
"Central",0.917150188586498,3
"Site1_Local",0.900687011044356,3
"Site2_Local",0.899815915038636,3
"Site3_Local",0.922358470200731,3
"DAC",0.916054868982266,3
"Meta",0.917662592246301,3
"SHIR",0.914427012093654,3
"fedavg",0.920129912110522,3
"Qfedavg",0.895373993383084,3
"fedavgM",0.919833930119523,3
"coef_fedprox_lr0.01_drop0_mu0",0.913605606319941,3
