"Model","AUPRC","Site"
"Central",0.942869452983529,1
"Site1_Local",0.962432400760941,1
"Site2_Local",0.936126962149532,1
"Site3_Local",0.942695358077132,1
"DAC",0.944102284727842,1
"Meta",0.94561168586407,1
"SHIR",0.941984553062875,1
"fedavg",0.958603324985669,1
"Qfedavg",0.968278095435638,1
"fedavgM",0.959837223119788,1
"coef_fedprox_lr0.01_drop0_mu0",0.940194012280084,1
"Central",0.899894615046872,2
"Site1_Local",0.888647100588617,2
"Site2_Local",0.905434336618928,2
"Site3_Local",0.899683957433247,2
"DAC",0.899098828961989,2
"Meta",0.901807234074084,2
"SHIR",0.897162122810598,2
"fedavg",0.903879225941368,2
"Qfedavg",0.905029130268268,2
"fedavgM",0.902423161828065,2
"coef_fedprox_lr0.01_drop0_mu0",0.897812570648025,2
"Central",0.918953592100704,3
"Site1_Local",0.909666248355217,3
"Site2_Local",0.916288047107612,3
"Site3_Local",0.928102632540922,3
"DAC",0.917236714975541,3
"Meta",0.924902178780699,3
"SHIR",0.916871087489417,3
"fedavg",0.919864956681622,3
"Qfedavg",0.912645109153801,3
"fedavgM",0.918907725539242,3
"coef_fedprox_lr0.01_drop0_mu0",0.915168296917267,3
