"vars","p.value","z","V2_better","site"
"Site1_Local","6.70843968142846e-06","-4.35319322960299",FALSE,1
"Site2_Local","0.96206899638306","1.77521734272535",FALSE,1
"Site3_Local","0.431108638554182","-0.17355235721353",FALSE,1
"DAC","0.401409523858072","-0.249700401457465",FALSE,1
"Meta","0.100201272514509","-1.28040554444264",FALSE,1
"SHIR","0.706762346485213","0.543950833250662",FALSE,1
"fedavg","1.0603123937973e-05","-4.25179653774281",FALSE,1
"Qfedavg","1.14724902339156e-06","-4.725588563499",FALSE,1
"fedavgM","7.00364344012369e-06","-4.34374692866703",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.924204528853277","1.43393454610189",FALSE,1
"Site1_Local","0.998652326606341","3.0005023445256",FALSE,2
"Site2_Local","0.0766019622202345","-1.42830557308825",FALSE,2
"Site3_Local","0.694284994735178","0.50803327102512",FALSE,2
"DAC","0.877348521736965","1.16183386181566",FALSE,2
"Meta","0.454175620651034","-0.11511844348695",FALSE,2
"SHIR","0.952667423453396","1.67128623954633",FALSE,2
"fedavg","0.0981675223697519","-1.29206381801244",FALSE,2
"Qfedavg","0.104141647279415","-1.25829996297707",FALSE,2
"fedavgM","0.209850672312315","-0.806939492111715",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.745194078440061","0.659442212091227",FALSE,2
"Site1_Local","0.999200829037359","3.15620917265963",FALSE,3
"Site2_Local","0.930335731276704","1.47829611368677",FALSE,3
"Site3_Local","2.82734170369944e-06","-4.53890600301716",FALSE,3
"DAC","0.866619874857932","1.1105542831917",FALSE,3
"Meta","8.31037942200347e-05","-3.76551282945638",FALSE,3
"SHIR","0.925967554736946","1.44640053988178",FALSE,3
"fedavg","0.196048411939506","-0.855820952470467",FALSE,3
"Qfedavg","0.910896096820036","1.34629373235042",FALSE,3
"fedavgM","0.346354701815095","-0.395180878180153",FALSE,3
"coef_fedprox_lr0.01_drop0_mu0","0.998379137760051","2.94383531328802",FALSE,3
