"Model","AUPRC","Site"
"Central",0.902332123004068,1
"Site1_Local",0.907425531502381,1
"Site2_Local",0.896525045951072,1
"Site3_Local",0.899622253588258,1
"Meta",0.901556027351855,1
"GLORE",0.902332123004068,1
"fedavg",0.90218644833312,1
"Qfedavg",0.902903504443475,1
"fedavgM",0.902071525239916,1
"coef_fedprox_lr0.01_drop0_mu0",0.902330416880789,1
"Central",0.926276357466602,2
"Site1_Local",0.917108137562441,2
"Site2_Local",0.929498354860492,2
"Site3_Local",0.924497839435166,2
"Meta",0.926522234405242,2
"GLORE",0.926276357466602,2
"fedavg",0.926423807438706,2
"Qfedavg",0.926428733227877,2
"fedavgM",0.926691995190963,2
"coef_fedprox_lr0.01_drop0_mu0",0.926198665064656,2
"Central",0.915722367024742,3
"Site1_Local",0.910061876828554,3
"Site2_Local",0.913462309171007,3
"Site3_Local",0.917082054363202,3
"Meta",0.916133850690512,3
"GLORE",0.915722367024742,3
"fedavg",0.915941195543961,3
"Qfedavg",0.915394600712303,3
"fedavgM",0.915563049404827,3
"coef_fedprox_lr0.01_drop0_mu0",0.915689727284993,3
