"Model","AUPRC","Site"
"Central",0.900891919221213,1
"Site1_Local",0.901349457120527,1
"Site2_Local",0.898501261031807,1
"Site3_Local",0.900215819811359,1
"DAC",0.903495190086506,1
"Meta",0.901839032770349,1
"SHIR",0.90151357119166,1
"fedavg",0.906909314804182,1
"Qfedavg",0.939688154927373,1
"fedavgM",0.903921026890518,1
"coef_fedprox_lr0.01_drop0_mu0",0.894012145954848,1
"Central",0.916996769493072,2
"Site1_Local",0.905481554623016,2
"Site2_Local",0.920563676928781,2
"Site3_Local",0.910018696903554,2
"DAC",0.915816226485492,2
"Meta",0.913996186753954,2
"SHIR",0.9120189344351,2
"fedavg",0.917916748964631,2
"Qfedavg",0.90756253069504,2
"fedavgM",0.917750794909728,2
"coef_fedprox_lr0.01_drop0_mu0",0.911167331770295,2
"Central",0.916468144499081,3
"Site1_Local",0.912333419125162,3
"Site2_Local",0.915994024664521,3
"Site3_Local",0.918632565308108,3
"DAC",0.916874651560578,3
"Meta",0.918483346707488,3
"SHIR",0.916564821799542,3
"fedavg",0.911202261761399,3
"Qfedavg",0.903099633159864,3
"fedavgM",0.917857516376309,3
"coef_fedprox_lr0.01_drop0_mu0",0.911892038885931,3
