"vars","p.value","z","V2_better","site"
"Site1_Local","3.05905666811397e-05","-4.00820835193342",FALSE,1
"Site2_Local","0.552767682472466","0.132657020471349",FALSE,1
"Site3_Local","0.763985392860825","0.719181308885634",FALSE,1
"DAC","0.347338325702555","-0.392516460606874",FALSE,1
"Meta","0.00408952301441186","-2.64458790002248",TRUE,1
"SHIR","0.45383404942376","-0.115980370525952",FALSE,1
"fedavg","0.00550290442242436","-2.54251432904687",TRUE,1
"Qfedavg","3.64212599882617e-09","-5.78423623024666",FALSE,1
"fedavgM","0.00128199106357661","-3.01568649102864",TRUE,1
"coef_fedprox_lr0.01_drop0_mu0","0.999212978716205","3.16067456038051",FALSE,1
"Site1_Local","0.999584058037255","3.34196218690908",FALSE,2
"Site2_Local","1.16858248222896e-05","-4.22997575814983",FALSE,2
"Site3_Local","0.740964597824172","0.646322059816528",FALSE,2
"DAC","0.306943009318575","-0.504534223975464",FALSE,2
"Meta","0.0276220535807082","-1.91695139234197",TRUE,2
"SHIR","0.790918247877556","0.809611486540124",FALSE,2
"fedavg","0.115095085116969","-1.19986913118052",FALSE,2
"Qfedavg","0.680318613195756","0.468589934129172",FALSE,2
"fedavgM","0.219994927578326","-0.772210345445499",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.994512302369546","2.54348123317394",FALSE,2
"Site1_Local","0.999998583529154","4.68257450397711",FALSE,3
"Site2_Local","0.99882786051145","3.04274884906547",FALSE,3
"Site3_Local","1.39639415071154e-05","-4.18973628984911",FALSE,3
"DAC","0.998316877462842","2.93214963907561",FALSE,3
"Meta","0.0258885328450693","-1.94498265686222",TRUE,3
"SHIR","0.997892159480988","2.86155518625783",FALSE,3
"fedavg","0.00386958823493192","-2.66324186618573",TRUE,3
"Qfedavg","0.992065069695313","2.41189478193939",FALSE,3
"fedavgM","0.00854435480225979","-2.38479352153214",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.782337087722836","0.780110520403324",FALSE,3
