"","x"
"1",0.493711305654947
"2",-1.69024277771675
"3",0.726809045292146
"4",0.555872494097931
"5",0.202973126040587
"6",0.241314739206971
"7",0.0373273453868903
"8",0.0227680708536616
"9",0
"10",0
"11",0
"12",0
"13",-0.0325371666817226
"14",-0.0119082031250304
"15",0
"16",0.0247514940374669
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",-0.0675252568760338
"26",0
"27",0
"28",0
"29",0
"30",-0.029282761481485
"31",-0.0176500738028972
"32",0
"33",-0.0180401149099053
"34",0
"35",-0.0223006695555705
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",-0.0307582480339242
"43",-0.0308562896755468
"44",0
"45",0
"46",0
"47",-0.0350615286723377
"48",0
"49",-0.0354685389780464
"50",0
"51",0
"52",0.00269500162946535
"53",0
"54",-0.00665200052715529
"55",0.047379494841214
"56",0
"57",0
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0.00563568069294697
"67",0
"68",0
"69",0
"70",-0.00988598214902015
"71",0
"72",-0.0104942806252567
"73",-0.023390845063611
"74",0
"75",0
"76",0
"77",0.0457415151625403
"78",0
"79",0
"80",0.11872497667381
"81",0
"82",0
"83",-0.0329691384806033
"84",0
"85",0
"86",0
"87",0
"88",0
"89",-0.0411976119597312
"90",0
"91",0
"92",0
"93",0
"94",-0.0296722030494256
"95",0
"96",0.0474635467946095
"97",0
"98",0
"99",0
"100",0
"101",0
