"","x"
"1",-0.0147142593072983
"2",-1.88784559740231
"3",0.866282726326049
"4",0.716125811076392
"5",0.356549595867735
"6",0.124519815963222
"7",0.0662906403525839
"8",-0.0100165044165969
"9",0
"10",0
"11",0.0121951101317987
"12",0
"13",0
"14",0
"15",0
"16",0.0298766682698795
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0.00820671438510134
"24",0.0251959638904728
"25",0
"26",0
"27",0
"28",0
"29",0.000437756407967268
"30",0
"31",0
"32",0.0320998207012776
"33",-0.0656224382523403
"34",0
"35",0.0451646984255123
"36",0
"37",0
"38",-0.0115416607079858
"39",0.0115941059759104
"40",0
"41",0.0519588809856524
"42",0
"43",0.0568123205880742
"44",0.0171689809874974
"45",0
"46",0
"47",0
"48",0
"49",0.0502265444074061
"50",0
"51",0.00201794862380847
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0.00688471128181155
"58",0
"59",0.00879599917951717
"60",0
"61",0
"62",0
"63",0
"64",0
"65",0
"66",0
"67",0
"68",-0.0317177508454293
"69",0
"70",0
"71",-0.0113189930759253
"72",0
"73",0.0387756550376718
"74",0
"75",0
"76",0
"77",-0.036802686635354
"78",0
"79",0
"80",0.0310694132185199
"81",0
"82",0.000554792431579033
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0.0145131711903222
"90",0
"91",0.0113785212422194
"92",-0.0114088148976484
"93",0
"94",0
"95",-0.0661988463595151
"96",0
"97",0.0521825993066318
"98",0
"99",0
"100",0
"101",0
