"","x"
"1",1.84752726565408
"2",-1.71731047850013
"3",0.374205885848935
"4",0.958621673788564
"5",0.257805932030498
"6",0.600774264740062
"7",0.11736802794911
"8",0
"9",0
"10",0
"11",0
"12",-0.0912047600538237
"13",-0.188799642065185
"14",0
"15",-0.054788077453042
"16",0
"17",-0.0122391189282003
"18",0
"19",0
"20",0
"21",0
"22",-0.269698677185268
"23",0
"24",-0.0972944934612933
"25",0
"26",-0.224806023947445
"27",-0.208566787230091
"28",-0.136389529104765
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0.0765578987910036
"38",0
"39",-0.148706793620185
"40",0.0780377334043477
"41",-0.0582447946442274
"42",0
"43",0.152033006989238
"44",0
"45",0.104680551241545
"46",-0.0161061152197806
"47",0.106916236065302
"48",0
"49",0
"50",0
"51",0
"52",0
"53",-0.157939597826048
"54",0
"55",0
"56",-0.0538846273767588
"57",-0.0478558099614297
"58",-0.0210844688626257
"59",0
"60",-0.273645837891841
"61",0
"62",0
"63",0
"64",-0.117216706701416
"65",0
"66",0.153471619833806
"67",0
"68",-0.00249021821898995
"69",0
"70",-0.204896117760528
"71",0
"72",0
"73",0
"74",0
"75",0
"76",0.130012687213085
"77",0.0196950046164624
"78",0
"79",0
"80",0
"81",0.0236483483502141
"82",0.235565245797815
"83",-0.220703864521628
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",-0.0167660755608625
"91",-0.115155229284418
"92",-0.256420118020658
"93",0
"94",0
"95",-0.0259771831386479
"96",0
"97",0
"98",0
"99",-0.186008895356495
"100",0
"101",0.0523405649049026
