"vars","p.value","z","V2_better","site"
"Site1_Local","5.31011837416177e-06","-4.40414403470789",FALSE,1
"Site2_Local","0.368043229337764","-0.337040382118944",FALSE,1
"Site3_Local","0.989768791206168","2.31775909048719",FALSE,1
"DAC","0.862688542616748","1.09247831971104",FALSE,1
"Meta","0.00108629869614299","-3.06556418612193",TRUE,1
"SHIR","0.400168343494155","-0.252911390798596",FALSE,1
"fedavg","0.00192086369023574","-2.89087348836688",TRUE,1
"Qfedavg","1.79676926351047e-08","-5.50974502434618",FALSE,1
"fedavgM","0.00249247349549221","-2.80800488964001",TRUE,1
"coef_fedprox_lr0.01_drop0_mu0","0.753985518066725","0.687085320917618",FALSE,1
"Site1_Local","0.956073379885328","1.70683222886848",FALSE,2
"Site2_Local","7.04675510042382e-05","-3.8065214015062",FALSE,2
"Site3_Local","0.859123275840769","1.07638871258496",FALSE,2
"DAC","0.203764463898601","-0.82825000876464",FALSE,2
"Meta","0.00911421257188937","-2.36094517696027",TRUE,2
"SHIR","0.526395891646215","0.0662130380303728",FALSE,2
"fedavg","0.484740647687505","-0.0382588554130883",FALSE,2
"Qfedavg","0.705102596738643","0.539133406163307",FALSE,2
"fedavgM","0.490250567291131","-0.0244406367192186",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.999634368639418","3.37758152806379",FALSE,2
"Site1_Local","0.999999999402792","6.08099165053499",FALSE,3
"Site2_Local","0.999986415694514","4.19598676721517",FALSE,3
"Site3_Local","1.36329620913169e-05","-4.19517645234654",FALSE,3
"DAC","0.935691834277737","1.51958093915036",FALSE,3
"Meta","0.289550662004161","-0.554697883651385",FALSE,3
"SHIR","0.997052133026572","2.75352459854111",FALSE,3
"fedavg","0.200921382966149","-0.838334676171197",FALSE,3
"Qfedavg","0.999997005875705","4.52680381078715",FALSE,3
"fedavgM","0.166454404836485","-0.968271469366344",FALSE,3
"coef_fedprox_lr0.01_drop0_mu0","0.988658499564207","2.27873200716633",FALSE,3
