"Model","AUPRC","Site"
"Central",0.91947480085025,1
"Site1_Local",0.924771422405835,1
"Site2_Local",0.91229653106235,1
"Site3_Local",0.922431124946933,1
"Meta",0.922098403591329,1
"GLORE",0.91947480085025,1
"fedavg",0.920235904163534,1
"Qfedavg",0.920848114581365,1
"fedavgM",0.91926863677462,1
"coef_fedprox_lr0.01_drop0_mu0",0.919499020421803,1
"Central",0.912291511162201,2
"Site1_Local",0.908832747041321,2
"Site2_Local",0.915865133789901,2
"Site3_Local",0.909736925362823,2
"Meta",0.913291889299759,2
"GLORE",0.912291511162201,2
"fedavg",0.912697923239481,2
"Qfedavg",0.913075566701472,2
"fedavgM",0.912754426744448,2
"coef_fedprox_lr0.01_drop0_mu0",0.912037579166392,2
"Central",0.900612602881067,3
"Site1_Local",0.899475722585224,3
"Site2_Local",0.893005900641008,3
"Site3_Local",0.903604707943244,3
"Meta",0.90182111008781,3
"GLORE",0.900612602881067,3
"fedavg",0.901157489576775,3
"Qfedavg",0.900835563901994,3
"fedavgM",0.900483529674248,3
"coef_fedprox_lr0.01_drop0_mu0",0.900412134418561,3
