"","x"
"1",0.443801806111111
"2",-1.55979678049852
"3",0.807158754369538
"4",0.583494611616295
"5",0.190598186885215
"6",0.0338492622079547
"7",0.0549186312772264
"8",0
"9",0
"10",0
"11",-0.0913712711897566
"12",0
"13",0
"14",0
"15",0
"16",0.00714904223018134
"17",0
"18",0
"19",0
"20",0
"21",0.00551120368702194
"22",-0.00677787108589394
"23",-0.02850883802822
"24",0
"25",0
"26",0
"27",0
"28",0
"29",-0.0286006305979325
"30",0.0347636546017806
"31",0.0294022006665501
"32",-0.0111586009504674
"33",0
"34",0
"35",0
"36",0
"37",0
"38",-0.0526008422851974
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0.0294020032266952
"46",0
"47",0.0343612465398951
"48",0.000416197748776857
"49",0
"50",-0.00259484717318577
"51",-0.010904809189488
"52",0.0307954789011293
"53",0.0369293724148455
"54",0.0370116930158157
"55",0
"56",0.00251961893442699
"57",-0.0481226294283859
"58",0
"59",0
"60",0.0421160213065573
"61",-0.0179293891211593
"62",-0.000743861866934879
"63",0.033422583600734
"64",-0.0476271674352706
"65",0
"66",0
"67",0
"68",0.0245116314326187
"69",0
"70",0
"71",-0.0419961111192009
"72",-0.0156314280901833
"73",0
"74",0
"75",0
"76",0
"77",0
"78",0.0333919093298006
"79",-0.00954815145940406
"80",0
"81",0
"82",-0.0320162610184434
"83",0
"84",0
"85",-0.0134339705037677
"86",-0.0510493274175848
"87",-0.00502721305582827
"88",0
"89",0
"90",0.0109289759578577
"91",0.00819759953351309
"92",0
"93",0
"94",0.003067920954332
"95",0
"96",0
"97",-0.0293034132587989
"98",0
"99",0
"100",0
"101",0
