"Model","AUPRC","Site"
"Central",0.913661147234706,1
"Site1_Local",0.916509936432696,1
"Site2_Local",0.91018070119049,1
"Site3_Local",0.907500500689164,1
"Meta",0.911116095643089,1
"GLORE",0.913661147234706,1
"fedavg",0.913474025255952,1
"Qfedavg",0.914138837652223,1
"fedavgM",0.912166464059128,1
"coef_fedprox_lr0.01_drop0_mu0",0.913761728740663,1
"Central",0.914823032117824,2
"Site1_Local",0.9123497252571,2
"Site2_Local",0.919072827190536,2
"Site3_Local",0.917333447113196,2
"Meta",0.918466156680691,2
"GLORE",0.914823032117824,2
"fedavg",0.916311302767598,2
"Qfedavg",0.916415667268457,2
"fedavgM",0.918165607889947,2
"coef_fedprox_lr0.01_drop0_mu0",0.914842309308537,2
"Central",0.930498445338924,3
"Site1_Local",0.92899807569456,3
"Site2_Local",0.930606548425391,3
"Site3_Local",0.933835241786498,3
"Meta",0.933273859661244,3
"GLORE",0.930498445338924,3
"fedavg",0.931647363193426,3
"Qfedavg",0.931595026822909,3
"fedavgM",0.932737654026285,3
"coef_fedprox_lr0.01_drop0_mu0",0.93065540731416,3
