"","x"
"1",0.75719241904993
"2",-1.72088485944744
"3",0.751958337929318
"4",0.559861168682843
"5",0.2156027480207
"6",0.0720674519356942
"7",0.0349196956474997
"8",0.00433780116726429
"9",-0.0303066814213917
"10",-0.0188222342290909
"11",-0.0458707962816409
"12",0
"13",-0.00424620144274577
"14",0.0324530708530826
"15",0
"16",-0.00736160258365072
"17",-0.0314431924245072
"18",-0.0179385912858872
"19",0.0462252235226313
"20",0.0352606302297205
"21",0
"22",0
"23",-0.0020748147478901
"24",-0.00419901186861506
"25",0.00470685349477163
"26",0.0354047899380991
"27",0.0924969675431914
"28",0
"29",0.00687354531043377
"30",-0.00264745637347479
"31",0
"32",0.000306688008653854
"33",0
"34",0.0133448416171728
"35",0
"36",0
"37",-0.0146132286572633
"38",-0.00805241113603951
"39",-0.0228548288923275
"40",-0.0189095006897707
"41",0
"42",0
"43",0
"44",-0.0453358621917051
"45",0
"46",-0.0123386824895973
"47",0
"48",-0.00314073158295626
"49",0
"50",-0.0429261239092941
"51",0
"52",0
"53",0.021348547710387
"54",-0.0114058122613706
"55",-0.00366320531345226
"56",-0.0134342638193875
"57",0
"58",0
"59",0
"60",0
"61",-0.0240814035102338
"62",0
"63",0
"64",0
"65",0.0141886553611643
"66",0
"67",-0.0132096718252009
"68",-0.0566299847999563
"69",0
"70",0
"71",0.0522377725453251
"72",0.0524288219511853
"73",0
"74",-0.0233597716300327
"75",0.00304717735095681
"76",-0.0572770268170669
"77",0
"78",-0.0357741081378393
"79",-0.0669981414192289
"80",0
"81",0
"82",0
"83",0.0174201742552964
"84",0
"85",0
"86",0.00572032844952023
"87",0
"88",0.0335278136965403
"89",-0.000573814266337271
"90",0
"91",0.0362371059382449
"92",0
"93",0.00605704258862474
"94",0
"95",-0.00945267435238948
"96",0
"97",-0.00603121075880337
"98",-0.01723205037038
"99",-0.0364058707230434
"100",-0.0313770212557254
"101",0
