"Model","AUPRC","Site"
"Central",0.933698135408717,1
"Site1_Local",0.967117798284301,1
"Site2_Local",0.922885324737796,1
"Site3_Local",0.929170873651365,1
"DAC",0.933437320904134,1
"Meta",0.938327370574189,1
"SHIR",0.931878547919102,1
"fedavg",0.942826101615895,1
"Qfedavg",0.966324069527961,1
"fedavgM",0.948433320416577,1
"coef_fedprox_lr0.01_drop0_mu0",0.935184957480324,1
"Central",0.91144359921028,2
"Site1_Local",0.876476761486857,2
"Site2_Local",0.942824001479319,2
"Site3_Local",0.90704547035285,2
"DAC",0.909216724058965,2
"Meta",0.91847323461885,2
"SHIR",0.906746477873899,2
"fedavg",0.9156525882888,2
"Qfedavg",0.906702022687057,2
"fedavgM",0.91310986625141,2
"coef_fedprox_lr0.01_drop0_mu0",0.907951057204568,2
"Central",0.911027840769504,3
"Site1_Local",0.888822479550192,3
"Site2_Local",0.898307536749519,3
"Site3_Local",0.91932579132328,3
"DAC",0.912966878864494,3
"Meta",0.915544303359134,3
"SHIR",0.911924469067391,3
"fedavg",0.913930921138788,3
"Qfedavg",0.901470076549259,3
"fedavgM",0.912721272842082,3
"coef_fedprox_lr0.01_drop0_mu0",0.903892203355476,3
