"","x"
"1",0.235563701149083
"2",-1.58261173194367
"3",0.835829929978817
"4",0.539610969730025
"5",0.26514655538098
"6",0.0168722918313607
"7",0.0573596077681669
"8",0.00697623172375446
"9",-0.000347864316266242
"10",-0.0110573265489546
"11",0
"12",0
"13",0
"14",0.00728408752964006
"15",0.0100195522059751
"16",-0.0006319653875708
"17",0
"18",-0.011231593470179
"19",0
"20",0.00473971278488374
"21",0
"22",0
"23",0.028539559319208
"24",0
"25",0.00288695414843471
"26",0
"27",-0.00105613389301398
"28",-0.0046446586540126
"29",0.0265301870748325
"30",0
"31",0.000277443277448717
"32",0
"33",-0.0506251317013456
"34",0
"35",0
"36",-0.00629140563859734
"37",0
"38",0.00163049095474573
"39",0.00841576328608114
"40",0
"41",0
"42",0
"43",0.019078013862095
"44",0
"45",-0.0128789003282832
"46",0.0179942570323145
"47",0
"48",0.0345626738890135
"49",0
"50",0.0236618004649154
"51",0.0108248225693042
"52",0
"53",-0.00626037199448556
"54",0
"55",0.000992373999106197
"56",0
"57",0
"58",-0.0279913638916219
"59",0.0244984772560273
"60",0.0373014386249796
"61",0
"62",-0.0246809785046974
"63",0
"64",-0.0193995858114482
"65",0
"66",0
"67",-0.00441013633838159
"68",0
"69",0
"70",0
"71",0
"72",0
"73",-0.000476428666744043
"74",0
"75",0
"76",-0.00386583384898909
"77",-0.0067342359534138
"78",0
"79",0
"80",0.0426314151261721
"81",0.0164102871600678
"82",0
"83",-0.0196824870038398
"84",0
"85",0
"86",0
"87",0.00357789914731699
"88",0
"89",-0.00515941979923168
"90",0
"91",0
"92",0
"93",-0.00360294495003523
"94",-0.0144625616597934
"95",-0.000123248950373083
"96",0
"97",0.00802987401480066
"98",0
"99",-0.00785867341042337
"100",0
"101",0
