"Model","AUPRC","Site"
"Central",0.936788234476288,1
"Site1_Local",0.938891519940008,1
"Site2_Local",0.93308830035427,1
"Site3_Local",0.935276311163026,1
"Meta",0.935863673688566,1
"GLORE",0.936788234476288,1
"fedavg",0.936320342907066,1
"Qfedavg",0.936880161908298,1
"fedavgM",0.936346074074228,1
"coef_fedprox_lr0.01_drop0_mu0",0.93672157177343,1
"Central",0.916577116922163,2
"Site1_Local",0.914364463387947,2
"Site2_Local",0.918782339264566,2
"Site3_Local",0.915110116472659,2
"Meta",0.917487781394988,2
"GLORE",0.916577116922163,2
"fedavg",0.916847789218965,2
"Qfedavg",0.916968147551712,2
"fedavgM",0.916842609833751,2
"coef_fedprox_lr0.01_drop0_mu0",0.916594826229883,2
"Central",0.914253399839603,3
"Site1_Local",0.912527597154836,3
"Site2_Local",0.91134594336372,3
"Site3_Local",0.915123182383716,3
"Meta",0.914724729973231,3
"GLORE",0.914253399839603,3
"fedavg",0.914473277044341,3
"Qfedavg",0.914436949220238,3
"fedavgM",0.91448697909864,3
"coef_fedprox_lr0.01_drop0_mu0",0.914216781869902,3
