"Beta1","Beta2","Beta3","Beta4","Beta5","Beta6","Beta7","Beta8","method","seed"
-2.05329235,1.03868887,0.83895829,0.43741562,0.19687991,0.15148397,0.06155726,-0.00632125,"FedAvg",31
-2.0347866,1.01838289,0.85645951,0.45811471,0.16066971,0.11877192,0.03193773,-0.04154852,"q-FedAvg",31
-1.95195988,1.00690163,0.78458948,0.39397688,0.19548997,0.10533409,-0.01683922,0.01009589,"FedAvgM",31
-1.90433138,1.00113798,0.7580968,0.35485472,0.16677076,0.06878184,-0.05542282,0.01749577,"FedProx (μ=0)",31
-1.70696199,0.92350913,0.8509485,0.1754169,0.13183647,-0.08987102,-0.03517522,-0.05118755,"Local1",32
-2.01848535,1.11716553,0.82873633,0.34760888,0.20830571,0.2158913,-0.04474349,0.01155969,"Local2",32
-1.93471525,0.87057843,0.84991235,0.51000459,0.15499916,-0.02409629,0.01687528,0.03975753,"Local3",32
-1.92611338333269,0.948593414509696,0.844010078646227,0.415807571410325,0.166920649649452,0.0350752050926096,-0.00816586534657049,0.0187088501822973,"Meta",32
-2.02687487282,1.000210819802,0.836403721237,0.316152715246,0.198670884022,0.100157979904,0.020886100205,0.094107973182,"GLORE",32
-1.96747219,0.97100519,0.82674766,0.3428442,0.19096465,0.07685458,0.011685,0.07514661,"FedAvg",32
-1.89415252,0.96164529,0.81151297,0.32540845,0.18398546,0.04502596,0.00519905,0.06959742,"q-FedAvg",32
-1.96747219,0.97100519,0.82674766,0.3428442,0.19096465,0.07685458,0.011685,0.07514661,"FedAvgM",32
-2.04741859,1.00741563,0.84291585,0.31894684,0.20063975,0.10060056,0.01490061,0.09430502,"FedProx (μ=0)",32
-1.998512208,1.312202611,0.647310613,0.567383278,0.005870775,0.340948331,-0.039480635,-0.004912128,"Local1",33
-1.8520178,0.82637391,0.86782293,0.52566101,0.04548276,0.19094233,-0.12733646,0.07322417,"Local2",33
-2.0173376852,0.9933005935,0.699522476,0.3262990608,0.2003911281,0.096565622,-0.0002998976,-0.0200620948,"Local3",33
-1.96741407927985,0.99116468715215,0.740149482886518,0.417700220731719,0.128342971696895,0.158442212667072,-0.0421933059241552,0.00875540417028352,"Meta",33
-2.024342515323,1.025957182754,0.701326368176,0.410268458414,0.226028793627,0.079068229674,0.080935336494,0.022313565877,"GLORE",33
-1.98634847,1.00707552,0.69951491,0.40934983,0.19765326,0.09740944,0.04369002,0.01785462,"FedAvg",33
-1.98047782,1.06232089,0.70062138,0.44117728,0.16970787,0.12007651,-0.00891077,0.00850686,"q-FedAvg",33
-1.98634847,1.00707552,0.69951491,0.40934983,0.19765326,0.09740944,0.04369002,0.01785462,"FedAvgM",33
-2.01342855,1.01354279,0.69542399,0.40800532,0.22503081,0.07880005,0.08907677,0.02258632,"FedProx (μ=0)",33
-2.00675898,1.06353778,0.84907552,0.60534578,0.06296999,0.48477874,0.0419603,-0.19942147,"Local1",34
-1.88430183,0.79918587,0.74042342,0.30168626,0.27709001,0.06653434,0.05013538,-0.07544471,"Local2",34
-2.0112894,0.9711804,0.8804483,0.3338274,0.1649401,0.1468754,0.1072812,0.128849,"Local3",34
-1.9743600239412,0.935233040902379,0.835959367621227,0.363432575687141,0.182415762609315,0.172192696972503,0.0816222603662202,0.0235835817455693,"Meta",34
-1.938443466241,1.043132199301,0.839553316733,0.39385286184,0.149973565893,0.068055966535,0.038970014127,0.039266785802,"GLORE",34
-1.94787863,0.96340273,0.82344724,0.36248552,0.16646437,0.15496433,0.04504681,0.08276566,"FedAvg",34
-1.89766802,0.95755267,0.80630502,0.38192759,0.15351847,0.15737899,0.03425749,0.02429671,"q-FedAvg",34
-1.94778972,0.96342174,0.82351105,0.36244781,0.16644748,0.15473485,0.04499533,0.0827415,"FedAvgM",34
-1.94488345,1.05353241,0.84455259,0.39996993,0.15617265,0.06762643,0.04536485,0.03479316,"FedProx (μ=0)",34
-1.82287863,0.84998692,0.79585335,0.51741487,0.09359946,0.24975758,-0.16132548,-0.03613814,"Local1",35
-1.79369364,0.90510558,0.83083249,0.36815873,0.29173621,0.07298776,-0.14586693,-0.081101,"Local2",35
-1.85968577,0.95374597,0.81139233,0.3481448,0.1293746,0.13731538,0.03454179,-0.03704971,"Local3",35
-1.83557271235114,0.92502599271057,0.814726809296693,0.378044507769413,0.170652894041346,0.13499923219256,-0.0449845988469476,-0.0495055709999067,"Meta",35
-1.987832809567,0.967739482468,0.774501011619,0.422369553891,0.160712847351,0.037913920699,-0.03514290515,-0.023719174137,"GLORE",35
-1.9187862,0.94451074,0.77796482,0.40530129,0.16565235,0.06244001,-0.03539306,-0.02799897,"FedAvg",35
-1.84794482,0.92563531,0.74639095,0.42449756,0.15525772,0.08953398,-0.04978207,-0.043496,"q-FedAvg",35
-1.91895133,0.94466991,0.77779241,0.40530056,0.16571127,0.06248948,-0.03538332,-0.02803076,"FedAvgM",35
-1.99799699,0.97803159,0.79152655,0.43076491,0.17676246,0.0393597,-0.03013583,-0.01151356,"FedProx (μ=0)",35
-1.7845845,0.833209,0.6247965,0.3599326,-0.0128876,0.2098828,-0.1012914,-0.120369,"Local1",36
-2.05955061,1.13066952,0.99493818,0.3458315,0.1808415,-0.02886031,0.28528299,-0.06052925,"Local2",36
-1.87518133,1.000655072,0.810707342,0.31873207,0.186258188,0.104792511,0.138118963,0.005433623,"Local3",36
-1.9149158653912,1.01388118395514,0.83678603930693,0.33236055690839,0.156261165273731,0.0816188940861794,0.14596435511985,-0.0313847187881836,"Meta",36
-2.077160320611,1.041213475277,0.829319046305,0.338703641985,0.204208023769,0.095205081578,-0.024472058499,0.11198400523,"GLORE",36
-1.99453136,1.01559054,0.81678512,0.32843213,0.18407465,0.08878365,0.02689873,0.07004144,"FedAvg",36
-1.94806528,0.99095987,0.78119708,0.31169342,0.17611747,0.09711613,0.03693282,0.02755907,"q-FedAvg",36
-1.98110701,1.03152472,0.84361468,0.32536746,0.19625616,0.07364197,0.00592605,0.0567945,"FedAvgM",36
-2.07785998,1.04108729,0.83359795,0.34016364,0.19883557,0.09339746,-0.02334471,0.11389695,"FedProx (μ=0)",36
-2.27349,1.07255752,0.90787862,0.43892881,0.06162389,0.2438249,-0.25819702,-0.28946796,"Local1",37
-1.935183518,1.044811805,0.743675803,0.292542895,0.27470419,0.080553483,0.047962632,-0.006122111,"Local2",37
-1.92729876,1.07163569,0.86244796,0.38933101,0.16332292,0.2065484,0.02562167,-0.06431506,"Local3",37
-1.97900744091785,1.06410341580429,0.835003154120567,0.368762662681919,0.180617709644618,0.175875068769177,-0.00854072369444437,-0.079853200914535,"Meta",37
-1.944002791896,0.977205456736,0.710715322849,0.336122949895,0.145958919693,0.126100571239,-0.019077544767,0.014586635964,"GLORE",37
-1.92303161,0.98874449,0.73709385,0.33717765,0.15385244,0.14151569,-0.01493238,-0.01626415,"FedAvg",37
-1.9259634,0.99241144,0.76620175,0.32981268,0.17015838,0.17152489,-0.04605511,-0.04153405,"q-FedAvg",37
-1.91574055,0.98145346,0.75812013,0.33053828,0.17197321,0.12109202,-0.02063145,0.01925929,"FedAvgM",37
-1.95544776,0.97771797,0.70892827,0.33305301,0.14096504,0.12152805,-0.02060432,0.00889321,"FedProx (μ=0)",37
-1.898376,1.21981739,0.94390419,0.51843757,0.25676034,-0.08743422,-0.05127769,0.19690497,"Local1",38
-1.9373310645,1.027651331,0.7471387034,0.2124577246,0.1938411033,0.1227596579,0.0009169914,0.1783256989,"Local2",38
-1.84964716,0.97203175,0.77831639,0.44799108,0.20407485,0.03785214,-0.07342704,0.02590408,"Local3",38
-1.88166096653308,1.02332100818906,0.793063877251878,0.390759620446979,0.208677419141307,0.0442133770185848,-0.0490216925957419,0.0938818125371567,"Meta",38
-1.94204721432,0.954981691484,0.840566404959,0.392362735635,0.177463337437,0.012103817179,-0.02561984711,0.049068108848,"GLORE",38
-1.89007973,0.96026477,0.81166385,0.38593939,0.18082955,0.02387839,-0.03213031,0.05726331,"FedAvg",38
-1.87191828,0.99943328,0.81251008,0.36686414,0.19178885,0.02024825,-0.04268373,0.07475958,"q-FedAvg",38
-1.89006896,0.96023606,0.81167656,0.38602782,0.18078694,0.0238689,-0.03219225,0.05729332,"FedAvgM",38
-1.94044973,0.95142649,0.83913187,0.39370232,0.17304544,0.0148521,-0.02519984,0.04282432,"FedProx (μ=0)",38
-1.85483479,0.88790071,0.81645349,0.54553774,0.10283367,0.07482774,-0.16378837,-0.10628901,"Local1",39
-2.10802019,1.17200137,1.04258144,0.16084529,0.26441824,0.01587244,0.07709019,-0.02936397,"Local2",39
-1.85152913,0.83999056,0.70925809,0.47053129,0.20001062,-0.02774109,0.08800468,0.03259209,"Local3",39
-1.92528452619222,0.941695099736972,0.819806962040159,0.392764784662307,0.204530377819846,-0.00062739345120663,0.048915817867583,-0.00494979912519546,"Meta",39
-2.043377878149,0.992844101321,0.843803076448,0.40408741322,0.22708627955,0.170839519719,-0.020581341459,0.043073360952,"GLORE",39
-1.97223664,0.96236175,0.82142906,0.39227868,0.21765589,0.11816837,-0.00198422,0.0271231,"FedAvg",39
-1.93259812,0.95033726,0.80819012,0.39111962,0.18770516,0.09050949,-0.00891899,0.02155588,"q-FedAvg",39
-1.92987556,0.90379308,0.74372488,0.44065841,0.16343336,0.0740866,0.01313738,0.05139465,"FedAvgM",39
-2.04886491,1.0022537,0.84989731,0.40411633,0.2337282,0.17363713,-0.01983249,0.04067961,"FedProx (μ=0)",39
-2.06143835,0.85054398,0.77140086,0.56318816,0.22465142,0.22042231,-0.08167949,0.05764524,"Local1",4
-2.15079683,1.06928213,0.88509345,0.42642769,0.45557691,0.09576058,-0.15571951,-0.12515355,"Local2",4
-2.03864529,1.08350393,0.9639408,0.41402297,0.11820764,0.08974768,-0.06840094,-0.09124626,"Local3",4
-2.0739447402703,1.04616056621502,0.913907281863781,0.438876490655337,0.229805115804715,0.110133458065053,-0.0952460394513617,-0.0796638417916768,"Meta",4
-2.155399227723,0.932289165893,0.799885244616,0.366703718596,0.206535141522,0.119344254376,0.010808811865,0.031866074059,"GLORE",4
-2.09504495,0.94525533,0.8194773,0.38074009,0.20892224,0.11622368,-0.0236424,-0.00222702,"FedAvg",4
-2.06767443,0.91252589,0.81275781,0.4009379,0.22357494,0.13662162,-0.0512065,-0.00268677,"q-FedAvg",4
-2.02688646,0.97171092,0.86413704,0.38300995,0.215572,0.11800684,-0.06170906,-0.04289897,"FedAvgM",4
-2.15134522,0.93912684,0.8062892,0.37621358,0.21078811,0.12712442,0.01285803,0.03629822,"FedProx (μ=0)",4
-2.2738278,0.9110423,0.8614552,0.6036044,0.3429787,0.1738225,0.1709334,0.305976,"Local1",40
-2.06139823,1.06118895,0.99982608,0.52420097,0.01297599,0.11817274,0.03116399,-0.12394833,"Local2",40
-1.81458956,1.01577942,0.73509294,0.40140835,0.23375748,0.01286244,-0.0881963,0.07911554,"Local3",40
-1.95071178015667,1.01379113020784,0.828782729672582,0.465377111128617,0.18628009056514,0.0659453963807051,-0.0170748413584079,0.0535059249234251,"Meta",40
-1.921779058033,0.913393247071,0.813631250608,0.406723658498,0.206331838072,0.052858141831,-0.017420548778,-0.000174325231,"GLORE",40
-1.89635399,0.92643676,0.80074254,0.41355718,0.19341477,0.05508445,-0.01816489,0.01538184,"FedAvg",40
-1.91589209,0.91948976,0.81394425,0.4520144,0.20188641,0.09151044,0.00966205,0.03905571,"q-FedAvg",40
-1.89886365,0.92876165,0.83213632,0.42367183,0.19886779,0.07274795,-0.00327251,0.03866083,"FedAvgM",40
-1.92783621,0.914822664,0.813128838,0.403273208,0.202369022,0.0490105248,-0.0186930756,0.0007426121,"FedProx (μ=0)",40
-2.02556561,0.95832068,0.68665423,0.64895886,-0.01539628,0.28732848,0.31752199,-0.08606026,"Local1",41
-2.07108297,1.09560404,0.89040061,0.61315152,0.31927119,0.06712897,-0.09747882,0.01168774,"Local2",41
-2.02390234,1.21871485,0.98680384,0.48163843,0.3181806,0.11634148,0.092484,-0.05303286,"Local3",41
-2.0376201303858,1.14634116290647,0.916381544447644,0.543116518972879,0.27083836060405,0.126707475294722,0.0703571942187147,-0.0392594609850233,"Meta",41
-2.093724561178,1.000235151737,0.784611810908,0.384232831007,0.300242756556,0.120266567795,0.008872341927,0.03702928219,"GLORE",41
-2.03725358,1.02294205,0.81079951,0.4251391,0.2848998,0.12093856,0.02601605,0.01461836,"FedAvg",41
-2.01498378,1.02316413,0.80576009,0.45664104,0.26611939,0.13785679,0.03041805,-0.00414936,"q-FedAvg",41
-2.00188004,1.04126762,0.846363034,0.438101218,0.297451985,0.124366051,0.0009909179,-0.0087052174,"FedAvgM",41
-2.09287756,0.9889508,0.78288075,0.38338042,0.28968019,0.11561973,0.00800335,0.03380001,"FedProx (μ=0)",41
-1.66679587,0.68586496,0.68692717,0.31377907,0.09794696,0.20334646,0.03336949,-0.19210408,"Local1",42
-2.21629148,1.1966895,0.74293826,0.25850353,0.0878616,-0.01901976,0.05860177,-0.03182312,"Local2",42
-2.10985702,0.96649894,0.79443193,0.45763582,0.28912433,-0.02347548,0.01045253,-0.1320009,"Local3",42
-2.07697241705465,0.99217710189193,0.764361631341818,0.380189912820744,0.204309639654062,0.01020071800468,0.0274833041869039,-0.11196484431647,"Meta",42
-2.010751907429,0.97352555632,0.835677475828,0.459073953922,0.215607254423,0.04450152687,-0.013259327539,-0.014133602061,"GLORE",42
-1.99968981,0.9640563,0.80078329,0.43039401,0.21151106,0.0367446,-0.00362479,-0.04022901,"FedAvg",42
-1.94002816,0.94163893,0.75589837,0.40862484,0.17898757,0.05912287,-0.00486258,-0.07533965,"q-FedAvg",42
-1.99963483,0.96405201,0.80077855,0.43035238,0.21148009,0.0367489,-0.00365604,-0.04020738,"FedAvgM",42
-2.02271894,0.9834037,0.84680367,0.46555188,0.22489371,0.04748103,-0.01073976,-0.00367222,"FedProx (μ=0)",42
-2.12425745,1.12700931,0.97436356,0.2421181,0.14978035,0.08342872,0.16095968,0.02401383,"Local1",43
-2.174429313,0.972617202,0.850379615,0.428565711,0.131858812,0.172033841,-0.004718808,-0.250856027,"Local2",43
-1.86765373,1.02945215,0.75858668,0.32207158,0.05131403,0.08735462,0.03481128,-0.06653457,"Local3",43
-1.99196157179523,1.02715032871603,0.815638499346234,0.341076548742681,0.0883934451693301,0.110987838698177,0.0415381712874799,-0.106262356978587,"Meta",43
-2.102002889384,1.058086352273,0.805305592358,0.416927787571,0.232256784307,0.02236556076,0.001665179077,-0.002028233359,"GLORE",43
-2.03361719,1.03160996,0.79218046,0.38790797,0.18676234,0.04631694,0.01554149,-0.03243568,"FedAvg",43
-2.03608298,1.04061426,0.80051668,0.36583731,0.16758288,0.07092387,0.04765147,-0.04921333,"q-FedAvg",43
-2.03361604,1.03160933,0.79218021,0.38790793,0.18676241,0.04631698,0.01554157,-0.03243598,"FedAvgM",43
-2.0963193,1.05381026,0.803461679,0.415979654,0.234373672,0.0187998302,0.003117249,-0.0003043615,"FedProx (μ=0)",43
-2.31313807,1.00500345,0.99402929,0.09800816,-0.34854809,0.30687256,-0.28621252,0.15157524,"Local1",44
-2.07846565,0.90139867,0.83161796,0.46197575,0.35636173,0.12518755,-0.15261362,0.08972119,"Local2",44
-2.08885515,1.03329785,0.93396578,0.46836023,0.15875654,0.17608604,-0.02017319,0.03697719,"Local3",44
-2.11792713871877,0.991570313502494,0.913304051488749,0.413628656665699,0.142743073853073,0.180227398712006,-0.0960189280836536,0.0684180547028743,"Meta",44
-1.959462205785,0.937839002966,0.825710495983,0.365265616077,0.203251431103,0.056939778648,0.021668699399,-0.029737826059,"GLORE",44
-1.96976642,0.938912945,0.836437539,0.373892519,0.183287,0.091933916,-0.013177297,-0.001940476,"FedAvg",44
-1.98495327,0.92429108,0.83262324,0.3341875,0.10522718,0.12937255,-0.06928169,0.03220279,"q-FedAvg",44
-1.96977042,0.93890822,0.83644314,0.373882092,0.183281248,0.091929991,-0.013172194,-0.001919962,"FedAvgM",44
-1.96328436,0.94791759,0.83367431,0.3748323,0.21624586,0.06041809,0.02566459,-0.0286685,"FedProx (μ=0)",44
-2.0707388,0.75398386,0.75921613,0.220579,0.27451166,0.21411863,-0.0775522,-0.06450299,"Local1",45
-1.85186251,0.91690995,0.64438989,0.42046602,0.18783194,0.22571879,-0.14823318,0.07430692,"Local2",45
-2.035203685,1.025454425,0.784309373,0.328814284,0.183370808,-0.005765412,-0.009061609,-0.091709418,"Local3",45
-1.98789693621426,0.955660209430273,0.740747628723579,0.339538310324594,0.197665537964518,0.0917849366740251,-0.0586092847236314,-0.0403895466125551,"Meta",45
-2.016519688965,1.038161151519,0.864691717017,0.382707709734,0.238025724114,0.063135803197,-0.058425069539,0.018740593223,"GLORE",45
-1.97497007,0.99696138,0.81511939,0.36245145,0.22195986,0.07328607,-0.05856945,0.00211989,"FedAvg",45
-1.95285424,0.941003336,0.772413486,0.344952533,0.203729944,0.0986662967,-0.0774202468,0.0005377481,"q-FedAvg",45
-1.97497007,0.99696138,0.81511939,0.36245145,0.22195986,0.07328607,-0.05856945,0.00211989,"FedAvgM",45
-2.01425253,1.04610739,0.87283633,0.38943783,0.24877421,0.0738767,-0.04984855,0.02250005,"FedProx (μ=0)",45
-2.0299502,1.3654962,0.8749071,0.4499218,0.3577809,0.2673835,-0.1006229,-0.2633288,"Local1",46
-2.17506053,1.13440958,0.88544019,0.27855097,0.3003021,0.08208364,0.08868967,-0.14178145,"Local2",46
-2.14956839,0.98069791,0.89757144,0.21084958,0.11211991,0.0838251,0.12609003,-0.04431361,"Local3",46
-2.13976354469731,1.0795867056437,0.890867608728257,0.2643460112938,0.200980673308862,0.109550161044223,0.0830166437766368,-0.1034494484117,"Meta",46
-1.908389451967,0.90345250937,0.794328477302,0.35771126438,0.181649304521,-0.017964647209,0.0132858598,-0.024652674259,"GLORE",46
-1.94093648,0.93744875,0.80685139,0.32168351,0.18353195,0.01507338,0.03398903,-0.04735351,"FedAvg",46
-1.94751128,1.00620813,0.8172353,0.33694434,0.21702958,0.05545318,0.0131703,-0.0760674,"q-FedAvg",46
-1.94093643,0.9374488,0.8068514,0.32168365,0.18353197,0.01507351,0.03398884,-0.04735352,"FedAvgM",46
-1.91278005,0.89940094,0.78986685,0.35019633,0.18100165,-0.02310642,0.01410185,-0.03029512,"FedProx (μ=0)",46
-2.2240617,1.1908314,0.5307528,0.6001014,0.169544,0.2060373,-0.1119936,-0.2102377,"Local1",47
-2.056026866,0.990380822,0.668345933,0.248342832,0.149520181,0.009866426,-0.056405845,-0.20875177,"Local2",47
-2.05621204,1.0117276,0.72901349,0.36494794,0.06035823,0.12543084,0.13361669,0.09780366,"Local3",47
-2.08013764945961,1.03121478029943,0.683356955204225,0.365225550589502,0.101431039560037,0.10392764913198,0.0442373578258821,-0.0337895104362388,"Meta",47
-2.069599491407,1.03739999625,0.825562247084,0.358311363236,0.205445728665,0.124651432785,0.010969494569,0.072919246339,"GLORE",47
-2.0455344,1.02011957,0.77736778,0.35459146,0.17325703,0.12016385,0.0232087,0.04325459,"FedAvg",47
-2.00180823,1.02463726,0.70769177,0.36614526,0.16155488,0.1129308,0.02170077,-0.03276468,"q-FedAvg",47
-2.04513137,1.02067656,0.7772415,0.35540097,0.17351609,0.12059788,0.02326542,0.04360591,"FedAvgM",47
-2.10796865,1.04353849,0.84172865,0.35735275,0.20368033,0.12566422,0.00948315,0.07513198,"FedProx (μ=0)",47
-2.15662384,1.32195264,0.78651717,0.07627508,-0.11757523,0.02210008,-0.45878,0.12227025,"Local1",48
-2.24605839,1.10389294,0.78332134,0.34476433,0.20353673,0.01212064,0.1603757,-0.02917647,"Local2",48
-2.3002352,0.99694602,0.81990151,0.55032449,0.22534775,0.23805208,0.03712683,0.04339824,"Local3",48
-2.26424020302716,1.07393180188404,0.804680840056369,0.423871672921179,0.170127029540524,0.142649955764856,0.00149695884442969,0.0339300379873117,"Meta",48
-1.949991600089,0.966418327529,0.81844949351,0.364348605085,0.09897166321,0.098370844222,-0.051198663458,0.073562853673,"GLORE",48
-2.00726552,0.98207359,0.80403718,0.37366002,0.11805081,0.11004964,-0.03463373,0.05925138,"FedAvg",48
-2.00218588,1.03217827,0.78944034,0.34034415,0.11704056,0.08636514,-0.03095009,0.06023957,"q-FedAvg",48
-2.03412637,1.00813732,0.7874199,0.40424553,0.16588583,0.11532735,0.04007344,0.06252285,"FedAvgM",48
-1.97172936,0.95697352,0.81502404,0.34924862,0.08677353,0.08690671,-0.07095482,0.06242302,"FedProx (μ=0)",48
-1.92082603,1.164133,0.74813914,0.68295253,0.10199962,0.25648919,0.09781728,0.15687092,"Local1",49
-1.96071327,1.06604402,0.8939774,0.52668449,0.32082323,0.15886658,0.01523131,0.24373442,"Local2",49
-2.00098562,0.97461681,0.85208775,0.25965847,0.36299849,0.04406508,-0.03236779,0.06234772,"Local3",49
-1.9780278646621,1.02781261499556,0.849206421909567,0.396422198278696,0.31366286563557,0.107211807434837,-0.000170177830962471,0.127675806473209,"Meta",49
-1.930364881668,1.040627387039,0.787944614859,0.385918673089,0.215402678554,0.14777095083,0.074280642563,-0.023229118553,"GLORE",49
-1.91416048,1.01919496,0.79507143,0.38267772,0.24155998,0.1360784,0.05294604,0.01868471,"FedAvg",49
-1.8963013,1.01014734,0.7516471,0.43163665,0.22053263,0.17169756,0.02304403,0.05299633,"q-FedAvg",49
-1.91461547,1.01932891,0.79522002,0.38278369,0.24161083,0.1361112,0.05289793,0.0186933,"FedAvgM",49
-1.92901886,1.04887923,0.8031707,0.3938686,0.22302095,0.15296477,0.08119444,-0.01680644,"FedProx (μ=0)",49
-1.69760432,1.01441976,1.13651814,0.27215953,0.23600934,-0.0914048,-0.23279727,0.03872924,"Local1",5
-2.06293054,1.24664916,0.8594749,0.37981154,0.39133887,0.17147553,0.04245632,0.07363142,"Local2",5
-1.969613922,1.022217622,0.82476271,0.381933389,0.109540391,0.094849572,0.005235539,-0.044859395,"Local3",5
-1.95741729806347,1.08522693708648,0.87921696818127,0.365645166363815,0.208121234406755,0.090134937176395,-0.0181346378508582,0.00093635587332573,"Meta",5
-2.036781766984,0.98058705478,0.797432213275,0.42073360509,0.155552294147,0.182144544531,0.005994500533,-0.052483726304,"GLORE",5
-1.9763298,0.995420231,0.80503638,0.395843188,0.168685233,0.156355663,-0.001511416,-0.03683719,"FedAvg",5
-1.90820434,1.01016154,0.82733987,0.35013377,0.19391574,0.11452318,-0.01072517,-0.02333926,"q-FedAvg",5
-1.97633469,0.995417224,0.805033989,0.395839336,0.168680997,0.15635122,-0.001513026,-0.036841793,"FedAvgM",5
-2.03997069,0.99074578,0.80316009,0.42586064,0.1604385,0.18946637,0.00385578,-0.05030717,"FedProx (μ=0)",5
-1.985572454,0.963820728,0.956027896,0.493092442,0.098359345,-0.03614712,-0.166386789,-0.002147491,"Local1",50
-1.93686544,0.85860463,0.96072349,0.24266935,0.20849113,0.03452406,0.24739232,-0.0127429,"Local2",50
-1.98331702,0.88099171,0.7443844,0.43471193,0.31307204,0.0814488,-0.0855999,0.08251529,"Local3",50
-1.97036734439475,0.886428116829117,0.836430350867878,0.388182696903059,0.252518539280757,0.0512423127836891,-0.00200025066733906,0.0432039830083519,"Meta",50
-2.002044726591,0.988047895822,0.739096988175,0.408268115279,0.175301692895,0.09766271343,0.041190257422,0.026317705765,"GLORE",50
-1.9622107,0.94073996,0.75232206,0.39874223,0.19569684,0.07680474,0.02665377,0.02955768,"FedAvg",50
-1.97113673,0.91432204,0.79233311,0.39061152,0.18025565,0.03866169,0.0244089,0.03461427,"q-FedAvg",50
-1.96534478,0.95663477,0.75673383,0.39279432,0.17269922,0.07615382,0.04960027,0.01882708,"FedAvgM",50
-1.97889723,0.99227059,0.73990741,0.41328779,0.18263571,0.10170798,0.04608793,0.02545739,"FedProx (μ=0)",50
-2.10708339,0.75263491,0.86879235,0.12895173,0.23871897,0.33956001,0.01071666,0.41425326,"Local1",6
-1.6138966,0.83646787,0.65534392,0.38750454,0.13440574,0.20311108,-0.03299813,0.02694226,"Local2",6
-2.00643904,1.03450463,0.64339442,0.47524742,0.1474169,0.0205081,0.07086646,0.07623856,"Local3",6
-1.90866182264072,0.937655592047009,0.679008268072835,0.400707208698703,0.156742578304182,0.118259220730115,0.0325980302089304,0.11044171577396,"Meta",6
-2.019412288398,1.064878385463,0.788881891811,0.395045655893,0.224722552564,0.121358830526,0.011360913017,0.000128438091,"GLORE",6
-1.9612981,1.01293053,0.74660943,0.39781862,0.20233579,0.11494214,0.01916411,0.03153382,"FedAvg",6
-1.90300537,0.93380893,0.73868977,0.33906419,0.20865979,0.16584079,-0.00208356,0.05419813,"q-FedAvg",6
-1.9615132,1.01262784,0.74708924,0.39751867,0.20214002,0.11535267,0.0196424,0.03113979,"FedAvgM",6
-2.04479126,1.07360726,0.7962834,0.40447021,0.22199976,0.11427247,0.01750546,0.00209139,"FedProx (μ=0)",6
-2.04829326,0.80700438,0.95712181,0.14747396,0.20979418,-0.03415006,-0.11339679,0.03506189,"Local1",7
-2.07210212,1.01053548,0.63125738,0.38617731,0.19705345,0.19912143,0.04781796,0.02799482,"Local2",7
-1.84035312,0.99451718,0.71055073,0.35199067,0.2255753,0.12336516,-0.01954838,-0.1072256,"Local3",7
-1.93627285658117,0.972306293982349,0.723119928818752,0.332541610597475,0.215171755019955,0.12250763673602,-0.0137077742960969,-0.0482644084805056,"Meta",7
-1.985015868046,0.958387300346,0.753039903229,0.423223057708,0.252713496605,0.111916953775,-0.04956954063,0.050684713067,"GLORE",7
-1.94946911,0.94645937,0.7386614,0.39446357,0.23943754,0.11593912,-0.03657529,0.02469303,"FedAvg",7
-1.92506858,0.92754425,0.72086444,0.34336135,0.21625378,0.08875004,-0.05628532,0.03186564,"q-FedAvg",7
-1.87894973,0.92002018,0.72402596,0.34219726,0.21147029,0.08976514,-0.07509025,0.02087572,"FedAvgM",7
-2.00598979,0.96783589,0.77696381,0.43686148,0.26296225,0.12179259,-0.04164161,0.05994171,"FedProx (μ=0)",7
-2.37965757,0.97837772,0.8621373,0.50123573,0.34147256,0.19813533,-0.3818541,-0.02274169,"Local1",8
-1.95113884,1.01316666,0.96511912,0.59101564,0.07403034,0.05778721,0.1394885,-0.11915547,"Local2",8
-1.89282961,0.84946724,0.78574804,0.36405136,0.23001922,0.03887861,0.08474361,-0.08191435,"Local3",8
-1.97903624328922,0.91465428925527,0.847909671801235,0.448496062714163,0.201372876061444,0.0670320283772494,0.0337281926939662,-0.0841014343865728,"Meta",8
-2.113781665508,1.010522384177,0.822074864416,0.389304769056,0.222781256419,0.13486679012,0.008035076313,0.008193846655,"GLORE",8
-2.03789607,0.96573656,0.8149207,0.39884279,0.21229091,0.11198991,0.01623554,-0.0167816,"FedAvg",8
-2.0254182,0.9528187,0.84483368,0.43446782,0.20474015,0.13248315,-0.01777036,-0.02353264,"q-FedAvg",8
-2.03789493,0.96573588,0.81492087,0.3988423,0.21229082,0.11198992,0.01623541,-0.01678119,"FedAvgM",8
-2.12340713,1.00387804,0.81005926,0.3766099,0.21421085,0.12520983,0.0027258,-0.00225884,"FedProx (μ=0)",8
-2.03306371,0.88655586,0.88963056,0.46352767,0.48866945,0.03982229,-0.08745774,-0.16440152,"Local1",9
-2.23030432,1.27063555,0.89360895,0.54009772,-0.00274414,0.10775136,0.02326429,-0.18911611,"Local2",9
-1.77970778,0.86675437,0.77890208,0.29902328,0.2395403,0.07168877,0.01062692,0.09255433,"Local3",9
-1.94464335543988,0.984977776778688,0.827493827590593,0.391402322635834,0.2059060547161,0.0774400123863178,0.000225504632515986,-0.0246309165024554,"Meta",9
-1.975683887283,0.95999026547,0.767657821608,0.498417775184,0.209143511275,0.082969285998,-0.047573585536,0.039670297721,"GLORE",9
