"vars","p.value","z","V2_better","site"
"Site1_Local","0.201559616161864","-0.836063408402971",FALSE,1
"Site2_Local","0.730782654006617","0.615181760239789",FALSE,1
"Site3_Local","0.758648026268323","0.701960259201813",FALSE,1
"Meta","0.534870135503653","0.0875180621552873",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.424326757043171","-0.190836726191616",FALSE,1
"Qfedavg","0.451002717375343","-0.123128384453046",FALSE,1
"fedavgM","0.424326757043171","-0.190836726191616",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.5","0",FALSE,1
"Site1_Local","0.399093841178522","-0.255693282783234",FALSE,2
"Site2_Local","0.0977639600228264","-1.29439817692793",FALSE,2
"Site3_Local","0.781634898412006","0.777726606931949",FALSE,2
"Meta","0.137035741478512","-1.09373439875939",FALSE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.0931027811529304","-1.32188765951797",FALSE,2
"Qfedavg","0.0615038560413245","-1.54227116847116",FALSE,2
"fedavgM","0.0931027811529304","-1.32188765951797",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.643965496637038","0.369078777980158",FALSE,2
"Site1_Local","0.464299232622752","-0.0896083292604091",FALSE,3
"Site2_Local","0.907108502849414","1.32315753573096",FALSE,3
"Site3_Local","0.0339176467503505","-1.82609938065607",TRUE,3
"Meta","0.0364896406724677","-1.79296024324942",TRUE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.00647467916315328","-2.48515899830189",TRUE,3
"Qfedavg","0.0976488262766333","-1.29506544923396",FALSE,3
"fedavgM","0.00647467916315328","-2.48515899830189",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.702135454849366","0.530552252942346",FALSE,3
