"","x"
"1",0.121563572143018
"2",-1.83573738203756
"3",0.912367820016717
"4",0.690941799733949
"5",0.333861111691338
"6",0.148526432388589
"7",0.0569598614813668
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",-0.0320066267189346
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0.0326527355538342
"32",0
"33",0
"34",0
"35",-0.0217510341204326
"36",0
"37",-0.0322380564003713
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",-0.00247146483843777
"48",0
"49",0
"50",0
"51",0.0274026692659847
"52",0
"53",0
"54",0
"55",0
"56",0
"57",0.0229358652546859
"58",0
"59",0
"60",0
"61",0
"62",0
"63",0.0667405153710141
"64",0
"65",0
"66",0
"67",0
"68",0
"69",0
"70",-0.0139076287024469
"71",0
"72",-0.0429984943414944
"73",0
"74",0
"75",0
"76",-0.00225575844066681
"77",0
"78",0.0164412093796629
"79",0
"80",0
"81",0
"82",0
"83",0
"84",0
"85",0
"86",0
"87",0
"88",0
"89",0
"90",-0.0293929449794054
"91",0
"92",0
"93",-0.0028495054936814
"94",0
"95",0
"96",0.0280028896084489
"97",0
"98",0.011129134352054
"99",0
"100",0
"101",0.00188048461307931
