"Model","AUPRC","Site"
"Central",0.942593392925042,1
"Site1_Local",0.961090218064118,1
"Site2_Local",0.942185656053325,1
"Site3_Local",0.940072126051492,1
"DAC",0.944580434405821,1
"Meta",0.946743012432757,1
"SHIR",0.944392713898548,1
"fedavg",0.96165228404115,1
"Qfedavg",0.970677136240497,1
"fedavgM",0.955634659870694,1
"coef_fedprox_lr0.01_drop0_mu0",0.941809284429383,1
"Central",0.910839640408775,2
"Site1_Local",0.900259883645491,2
"Site2_Local",0.919441499871828,2
"Site3_Local",0.904660662492462,2
"DAC",0.910776386514347,2
"Meta",0.910267440029555,2
"SHIR",0.909659881811043,2
"fedavg",0.907812306438205,2
"Qfedavg",0.907741985404205,2
"fedavgM",0.912057851124475,2
"coef_fedprox_lr0.01_drop0_mu0",0.90879687435315,2
"Central",0.913038290125262,3
"Site1_Local",0.904089211363142,3
"Site2_Local",0.906131145520479,3
"Site3_Local",0.913562224378674,3
"DAC",0.912591637002763,3
"Meta",0.912385889411738,3
"SHIR",0.911183282253184,3
"fedavg",0.907435382120086,3
"Qfedavg",0.908148458492236,3
"fedavgM",0.914811833093869,3
"coef_fedprox_lr0.01_drop0_mu0",0.910262192051971,3
