"vars","p.value","z","V2_better","site"
"Site1_Local","0.0562298777256901","-1.58723356486914",FALSE,1
"Site2_Local","0.133621191038715","-1.10943543711774",FALSE,1
"Site3_Local","0.83996373863498","0.994308861718983",FALSE,1
"Meta","0.177588229659948","-0.924595298907173",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.257845447311907","-0.650002054338029",FALSE,1
"Qfedavg","0.0488781455044794","-1.65582980050028",TRUE,1
"fedavgM","0.270500343732538","-0.611300458577085",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.258321906771239","-0.648527525761164",FALSE,1
"Site1_Local","0.95371087857326","1.68195151109991",FALSE,2
"Site2_Local","0.148447095834298","-1.04311681963106",FALSE,2
"Site3_Local","0.572354185149602","0.182370940223943",FALSE,2
"Meta","0.311026550045647","-0.492942664586484",FALSE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.139752438285997","-1.0814322632676",FALSE,2
"Qfedavg","0.16510383657287","-0.973695659392566",FALSE,2
"fedavgM","0.139476598895046","-1.08267388882245",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.640721206360805","0.360387213507845",FALSE,2
"Site1_Local","0.999806733490141","3.54911173963258",FALSE,3
"Site2_Local","0.659158577298934","0.410167819701522",FALSE,3
"Site3_Local","0.0669712690971739","-1.49873444073487",FALSE,3
"Meta","0.131602329334978","-1.11884877680634",FALSE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.0128604611099391","-2.23039965869352",TRUE,3
"Qfedavg","0.321719104166874","-0.46289698555157",FALSE,3
"fedavgM","0.0130493436860782","-2.22474014858036",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.787630503517611","0.79822661871548",FALSE,3
