"","x"
"(Intercept)",0.341132065139394
"X1",-2.10985702176233
"X2",0.96649894005915
"X3",0.794431934097382
"X4",0.457635817875402
"X5",0.289124331211438
"X6",-0.0234754800956045
"X7",0.0104525267394377
"X8",-0.132000898218552
