"Model","AUPRC","Site"
"Central",0.879446917478686,1
"Site1_Local",0.878017628157253,1
"Site2_Local",0.872356059136625,1
"Site3_Local",0.876857611759418,1
"Meta",0.877940100134587,1
"GLORE",0.879446917478686,1
"fedavg",0.879023785823433,1
"Qfedavg",0.878611841158267,1
"fedavgM",0.879023785823433,1
"coef_fedprox_lr0.01_drop0_mu0",0.879339978955961,1
"Central",0.925052255384155,2
"Site1_Local",0.923537696420793,2
"Site2_Local",0.929531065725527,2
"Site3_Local",0.924522682236953,2
"Meta",0.92768188667878,2
"GLORE",0.925052255384155,2
"fedavg",0.926208592610559,2
"Qfedavg",0.926844365472124,2
"fedavgM",0.926208592610559,2
"coef_fedprox_lr0.01_drop0_mu0",0.924817419641937,2
"Central",0.924278559976148,3
"Site1_Local",0.920200318086914,3
"Site2_Local",0.921667400956873,3
"Site3_Local",0.924661852642468,3
"Meta",0.924477313224799,3
"GLORE",0.924278559976148,3
"fedavg",0.924523400838785,3
"Qfedavg",0.924390952832755,3
"fedavgM",0.924527806972245,3
"coef_fedprox_lr0.01_drop0_mu0",0.924177562642413,3
