"vars","p.value","z","V2_better","site"
"Site1_Local","0.20197268264527","-0.834595733303083",FALSE,1
"Site2_Local","0.883668471479314","1.19352696768631",FALSE,1
"Site3_Local","0.86713987778446","1.11297249066083",FALSE,1
"Meta","0.744255973393874","0.65652241025744",FALSE,1
"GLORE","0.5","0",FALSE,1
"fedavg","0.648799786647806","0.382082156408508",FALSE,1
"Qfedavg","0.474795709639128","-0.063219873990234",FALSE,1
"fedavgM","0.648799786647806","0.382082156408508",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.598426931307722","0.249277496242404",FALSE,1
"Site1_Local","0.878922383954567","1.1696167537547",FALSE,2
"Site2_Local","0.0795517259838682","-1.40809327551736",FALSE,2
"Site3_Local","0.701925989733008","0.529947948360608",FALSE,2
"Meta","0.0789049883389928","-1.41247557797952",FALSE,2
"GLORE","0.5","0",FALSE,2
"fedavg","0.0184928185464739","-2.08592257411393",TRUE,2
"Qfedavg","0.06722747773809","-1.49676292879539",FALSE,2
"fedavgM","0.0184928185464739","-2.08592257411393",TRUE,2
"coef_fedprox_lr0.01_drop0_mu0","0.874270892331866","1.14681469303215",FALSE,2
"Site1_Local","0.974418009636276","1.95010185066829",FALSE,3
"Site2_Local","0.971689135700762","1.906219536229",FALSE,3
"Site3_Local","0.218991778327378","-0.775602783025185",FALSE,3
"Meta","0.36644740314615","-0.341277338394839",FALSE,3
"GLORE","0.5","0",FALSE,3
"fedavg","0.14808598845492","-1.04467765212449",FALSE,3
"Qfedavg","0.367346719823719","-0.33888888282185",FALSE,3
"fedavgM","0.141575221656831","-1.07326899238443",FALSE,3
"coef_fedprox_lr0.01_drop0_mu0","0.825059175896836","0.934818879603768",FALSE,3
