"Model","AUPRC","Site"
"Central",0.933425984121487,1
"Site1_Local",0.941069873665472,1
"Site2_Local",0.931911793020217,1
"Site3_Local",0.936623524325608,1
"Meta",0.938474275195629,1
"GLORE",0.933425984121487,1
"fedavg",0.934920398205307,1
"Qfedavg",0.936871645343768,1
"fedavgM",0.934920398205307,1
"coef_fedprox_lr0.01_drop0_mu0",0.933299005636063,1
"Central",0.924197881213243,2
"Site1_Local",0.92159821371351,2
"Site2_Local",0.929488622256693,2
"Site3_Local",0.922233049444794,2
"Meta",0.925683276928231,2
"GLORE",0.924197881213243,2
"fedavg",0.924838960070872,2
"Qfedavg",0.92585662078477,2
"fedavgM",0.924821322937262,2
"coef_fedprox_lr0.01_drop0_mu0",0.923956081054665,2
"Central",0.916231982621507,3
"Site1_Local",0.909237042173488,3
"Site2_Local",0.911561330036688,3
"Site3_Local",0.916624837561383,3
"Meta",0.91569940233957,3
"GLORE",0.916231982621507,3
"fedavg",0.916248975536839,3
"Qfedavg",0.915608673888087,3
"fedavgM",0.916242417952179,3
"coef_fedprox_lr0.01_drop0_mu0",0.91628446558156,3
