"Model","AUPRC","Site"
"Central",0.906876724603785,1
"Site1_Local",0.915758127508992,1
"Site2_Local",0.888958690921774,1
"Site3_Local",0.903141427429299,1
"DAC",0.906899976377644,1
"Meta",0.901590285461096,1
"SHIR",0.901944123631868,1
"fedavg",0.920611668907924,1
"Qfedavg",0.948855097350915,1
"fedavgM",0.920158439234394,1
"coef_fedprox_lr0.01_drop0_mu0",0.900607760574685,1
"Central",0.913070463308464,2
"Site1_Local",0.903035101122998,2
"Site2_Local",0.929311660202088,2
"Site3_Local",0.915933486517136,2
"DAC",0.913608426485229,2
"Meta",0.920847317108447,2
"SHIR",0.916074802607955,2
"fedavg",0.916000848964779,2
"Qfedavg",0.909093678933666,2
"fedavgM",0.915870999522219,2
"coef_fedprox_lr0.01_drop0_mu0",0.907162128321492,2
"Central",0.917306047412386,3
"Site1_Local",0.909989706064158,3
"Site2_Local",0.909423062004312,3
"Site3_Local",0.921082760447722,3
"DAC",0.91710950634914,3
"Meta",0.919260926584175,3
"SHIR",0.91659660684791,3
"fedavg",0.916308894826904,3
"Qfedavg",0.899253166943846,3
"fedavgM",0.916594586948773,3
"coef_fedprox_lr0.01_drop0_mu0",0.914258571396769,3
