"vars","p.value","z","V2_better","site"
"Site1_Local","0.00326217690030697","-2.72019444769438",TRUE,1
"Site2_Local","0.999689984875637","3.42269755056459",FALSE,1
"Site3_Local","0.988485084676438","2.27293942344169",FALSE,1
"DAC","0.383232310881747","-0.297002472134513",FALSE,1
"Meta","0.988450374230363","2.27178909974906",FALSE,1
"SHIR","0.99486825014988","2.56682296705035",FALSE,1
"fedavg","5.71045500091506e-06","-4.38835907845504",FALSE,1
"Qfedavg","1.47662856645732e-09","-5.93417554916548",FALSE,1
"fedavgM","6.62841644300496e-06","-4.35582224312278",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.874117057231874","1.1460707345547",FALSE,1
"Site1_Local","0.997948257930041","2.87009506083869",FALSE,2
"Site2_Local","0.0014875524902889","-2.97029851172936",TRUE,2
"Site3_Local","0.49829029148806","-0.0042856168160094",FALSE,2
"DAC","0.617995299825278","0.300219934672194",FALSE,2
"Meta","0.00532730841191864","-2.55382703869908",TRUE,2
"SHIR","0.267044886432029","-0.62177508274146",FALSE,2
"fedavg","0.176918501353669","-0.927172453416478",FALSE,2
"Qfedavg","0.916172742797476","1.3797796037346",FALSE,2
"fedavgM","0.192866495608623","-0.867381543142215",FALSE,2
"coef_fedprox_lr0.01_drop0_mu0","0.964802142491847","1.80935599470492",FALSE,2
"Site1_Local","0.992076939710682","2.41244056983196",FALSE,3
"Site2_Local","0.999125847132249","3.12995921697954",FALSE,3
"Site3_Local","0.0689537489318181","-1.48362852392473",FALSE,3
"DAC","0.800798475047742","0.844476750457822",FALSE,3
"Meta","0.398581514013664","-0.257020396109669",FALSE,3
"SHIR","0.956728731423882","1.71392480303174",FALSE,3
"fedavg","0.50190391134022","0.00477241611378156",FALSE,3
"Qfedavg","0.999975642578616","4.06170868923786",FALSE,3
"fedavgM","0.455468430759739","-0.111856911808007",FALSE,3
"coef_fedprox_lr0.01_drop0_mu0","0.97957664738423","2.04508270324708",FALSE,3
