"Model","AUPRC","Site"
"Central",0.924964467381803,1
"Site1_Local",0.929302433498283,1
"Site2_Local",0.928741534261461,1
"Site3_Local",0.922234768851885,1
"Meta",0.926989468105674,1
"GLORE",0.924964467381803,1
"fedavg",0.92556496339457,1
"Qfedavg",0.927230933520019,1
"fedavgM",0.925613129129956,1
"coef_fedprox_lr0.01_drop0_mu0",0.924550832870176,1
"Central",0.907409000664005,2
"Site1_Local",0.909279060894587,2
"Site2_Local",0.912741900792746,2
"Site3_Local",0.907178486849171,2
"Meta",0.910781652283146,2
"GLORE",0.907409000664005,2
"fedavg",0.908579989588156,2
"Qfedavg",0.910044709421046,2
"fedavgM",0.908511051162766,2
"coef_fedprox_lr0.01_drop0_mu0",0.907405953027498,2
"Central",0.904017336702732,3
"Site1_Local",0.895052807393585,3
"Site2_Local",0.901207916545691,3
"Site3_Local",0.905305088132025,3
"Meta",0.904416548259765,3
"GLORE",0.904017336702732,3
"fedavg",0.904421635069174,3
"Qfedavg",0.903756650852078,3
"fedavgM",0.904388175391189,3
"coef_fedprox_lr0.01_drop0_mu0",0.904312091858333,3
