"Model","AUPRC","Site"
"Central",0.921916847624207,1
"Site1_Local",0.919845675796668,1
"Site2_Local",0.912736492215836,1
"Site3_Local",0.911571091219485,1
"DAC",0.919969403797012,1
"Meta",0.914227548705087,1
"SHIR",0.919771248931321,1
"fedavg",0.923084323887577,1
"Qfedavg",0.938274938170788,1
"fedavgM",0.925044079163593,1
"coef_fedprox_lr0.01_drop0_mu0",0.917327605145654,1
"Central",0.9192847813382,2
"Site1_Local",0.918062977107489,2
"Site2_Local",0.933793379827689,2
"Site3_Local",0.913596305142089,2
"DAC",0.919758164868013,2
"Meta",0.922967686315279,2
"SHIR",0.916955222132776,2
"fedavg",0.921251622339032,2
"Qfedavg",0.922035963841873,2
"fedavgM",0.921052894046237,2
"coef_fedprox_lr0.01_drop0_mu0",0.914754955748627,2
"Central",0.91658958974666,3
"Site1_Local",0.911915676801739,3
"Site2_Local",0.910718736874438,3
"Site3_Local",0.930209434100963,3
"DAC",0.916444011553989,3
"Meta",0.925686084328053,3
"SHIR",0.91376542727448,3
"fedavg",0.921208930522618,3
"Qfedavg",0.911805499174822,3
"fedavgM",0.920549893909786,3
"coef_fedprox_lr0.01_drop0_mu0",0.915448897859635,3
