"vars","p.value","z","V2_better","site"
"Site1_Local","0.00606114812351926","-2.50856412754614",TRUE,1
"Site2_Local","0.989712424423338","2.31569090868304",FALSE,1
"Site3_Local","0.957529267451221","1.72270732462581",FALSE,1
"DAC","0.546899006409508","0.117830468697426",FALSE,1
"Meta","0.797884628953616","0.834089161824692",FALSE,1
"SHIR","0.548147468152699","0.120982288719931",FALSE,1
"fedavg","0.511852407439834","0.0297139515337557",FALSE,1
"Qfedavg","4.40166058020659e-07","-4.91666008767375",FALSE,1
"fedavgM","0.505952018058818","0.0149200502923758",FALSE,1
"coef_fedprox_lr0.01_drop0_mu0","0.995836714657632","2.63853254825828",FALSE,1
"Site1_Local","0.997681126769995","2.83117413216424",FALSE,2
"Site2_Local","5.74209177146163e-05","-3.85688355637658",FALSE,2
"Site3_Local","0.96325713997749","1.78980217110588",FALSE,2
"DAC","0.622104213364393","0.311011902366234",FALSE,2
"Meta","0.191352960270284","-0.872921400949333",FALSE,2
"SHIR","0.885088891260532","1.20081694452341",FALSE,2
"fedavg","0.0214127115596388","-2.02540861935379",TRUE,2
"Qfedavg","0.948319866549747","1.628776851075",FALSE,2
"fedavgM","0.0199414360356796","-2.05495996177552",TRUE,2
"coef_fedprox_lr0.01_drop0_mu0","0.457021080695235","-0.107941419054305",FALSE,2
"Site1_Local","0.988868701099951","2.28585747767661",FALSE,3
"Site2_Local","0.999958401374675","3.93499839924721",FALSE,3
"Site3_Local","8.37754500208044e-10","-6.0264975025181",FALSE,3
"DAC","0.297459127400539","-0.531722429627133",FALSE,3
"Meta","2.5021208486192e-07","-5.02615013477242",FALSE,3
"SHIR","0.800190354010922","0.842301356463898",FALSE,3
"fedavg","0.137769019838361","-1.0903975975676",FALSE,3
"Qfedavg","0.999999269839359","4.8165902544427",FALSE,3
"fedavgM","0.13174520013245","-1.11817935384247",FALSE,3
"coef_fedprox_lr0.01_drop0_mu0","0.999995986773737","4.464477118864",FALSE,3
