"Model","AUPRC","Site"
"Central",0.918160959099251,1
"Site1_Local",0.926696102299835,1
"Site2_Local",0.905466431965445,1
"Site3_Local",0.910217029532983,1
"DAC",0.917890248175923,1
"Meta",0.914471716542813,1
"SHIR",0.916508214303633,1
"fedavg",0.920052654580396,1
"Qfedavg",0.947883384853659,1
"fedavgM",0.920158184849253,1
"coef_fedprox_lr0.01_drop0_mu0",0.910795031766626,1
"Central",0.88371916014245,2
"Site1_Local",0.872145471228507,2
"Site2_Local",0.912457813811096,2
"Site3_Local",0.881338903259269,2
"DAC",0.883895045423539,2
"Meta",0.891883860108006,2
"SHIR",0.882993551978239,2
"fedavg",0.894867913164866,2
"Qfedavg",0.880145041362439,2
"fedavgM",0.894994666968298,2
"coef_fedprox_lr0.01_drop0_mu0",0.888849726238959,2
"Central",0.918925407086774,3
"Site1_Local",0.9143194997693,3
"Site2_Local",0.907968706457681,3
"Site3_Local",0.932381134381799,3
"DAC",0.919284220037087,3
"Meta",0.927535412926558,3
"SHIR",0.918020303327417,3
"fedavg",0.920844802062724,3
"Qfedavg",0.903552180924746,3
"fedavgM",0.920852668112829,3
"coef_fedprox_lr0.01_drop0_mu0",0.910113903900732,3
