"Model","AUPRC","Site"
"Central",0.918843654683901,1
"Site1_Local",0.922835037536886,1
"Site2_Local",0.918115420230262,1
"Site3_Local",0.916214839726736,1
"Meta",0.91948391305618,1
"GLORE",0.918843654683901,1
"fedavg",0.918823376589023,1
"Qfedavg",0.919866433301358,1
"fedavgM",0.918823376589023,1
"coef_fedprox_lr0.01_drop0_mu0",0.918687607502725,1
"Central",0.892530458872792,2
"Site1_Local",0.890163412884008,2
"Site2_Local",0.893909171933143,2
"Site3_Local",0.888137740429167,2
"Meta",0.891619402880824,2
"GLORE",0.892530458872792,2
"fedavg",0.892457532798475,2
"Qfedavg",0.893251651579523,2
"fedavgM",0.89242637928133,2
"coef_fedprox_lr0.01_drop0_mu0",0.892380122641667,2
"Central",0.932129321926684,3
"Site1_Local",0.931471458253783,3
"Site2_Local",0.927310190020902,3
"Site3_Local",0.934031703862551,3
"Meta",0.933747775742827,3
"GLORE",0.932129321926684,3
"fedavg",0.933011031542414,3
"Qfedavg",0.932685570509072,3
"fedavgM",0.933012003900869,3
"coef_fedprox_lr0.01_drop0_mu0",0.932143915164325,3
