"","x"
"1",0.324560277087488
"2",-1.88766549462173
"3",0.879903311907924
"4",0.701490678494847
"5",0.304477107112368
"6",0.181203373920412
"7",0.0543797687403917
"8",0
"9",0
"10",0
"11",0
"12",-0.0121276459696153
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0.0533576870351497
"21",0
"22",0
"23",-0.0479447909924565
"24",0
"25",0
"26",0
"27",-0.00883543788142777
"28",-0.00626595281653903
"29",0
"30",-0.021729584896558
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0.00112769703412413
"46",0
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",-0.0351355416655181
"54",0
"55",0
"56",0
"57",0.00736777086195705
"58",0
"59",0
"60",0
"61",0.0163090008548441
"62",0.0152849824651583
"63",0
"64",0
"65",0
"66",0
"67",-0.0174635154375637
"68",0
"69",0
"70",-0.0104477745765771
"71",0
"72",0
"73",-0.0090561526525514
"74",0
"75",-0.0135413345338249
"76",0
"77",0.0254687192340898
"78",0.00512668301763118
"79",0
"80",0
"81",0
"82",0
"83",-0.000577230794492153
"84",0
"85",0
"86",0
"87",0
"88",0
"89",-0.0426684375120346
"90",0
"91",0
"92",0
"93",0
"94",0.0176154294491098
"95",0
"96",0
"97",0.048320083754256
"98",0.00256670468366798
"99",0
"100",0.0015598826028126
"101",0.00105281064177722
