"Model","AUPRC","Site"
"Central",0.930872005279507,1
"Site1_Local",0.978496682506114,1
"Site2_Local",0.922712196604348,1
"Site3_Local",0.929334426505438,1
"DAC",0.930961547143422,1
"Meta",0.942040018754579,1
"SHIR",0.925095632603955,1
"fedavg",0.945942076973654,1
"Qfedavg",0.966795905430332,1
"fedavgM",0.945965528192542,1
"coef_fedprox_lr0.01_drop0_mu0",0.932754842206166,1
"Central",0.92636332653542,2
"Site1_Local",0.900096411837965,2
"Site2_Local",0.937836186734486,2
"Site3_Local",0.924354190744213,2
"DAC",0.924723608512655,2
"Meta",0.928673575421119,2
"SHIR",0.922080976540413,2
"fedavg",0.926960366321644,2
"Qfedavg",0.92306772666004,2
"fedavgM",0.926913069690402,2
"coef_fedprox_lr0.01_drop0_mu0",0.923299314808966,2
"Central",0.901525394043387,3
"Site1_Local",0.872428826182872,3
"Site2_Local",0.898072338108363,3
"Site3_Local",0.908617176422196,3
"DAC",0.902585353498011,3
"Meta",0.904379653551359,3
"SHIR",0.895374430213659,3
"fedavg",0.905404671792896,3
"Qfedavg",0.895513210515944,3
"fedavgM",0.905399407920087,3
"coef_fedprox_lr0.01_drop0_mu0",0.901408126936628,3
