"","x"
"1",0.502710304154194
"2",-1.55521093205741
"3",0.646969508594416
"4",0.574477737885167
"5",0.270268676782711
"6",0.0280760753327199
"7",0.0236594075561649
"8",0
"9",-0.0228665013989546
"10",0.024804263835704
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",-0.00202754519260731
"20",0
"21",0
"22",0
"23",0.0106064692213711
"24",0
"25",0
"26",0
"27",0
"28",0
"29",-0.000372951393451094
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0.0078695852019788
"36",0.0107515642304188
"37",0
"38",-0.0351223908158434
"39",-0.00259043660371224
"40",0
"41",0
"42",-0.0203237628675334
"43",0
"44",0
"45",-0.005391305597544
"46",-0.00156864926554157
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",0
"54",0.00705336882932946
"55",0
"56",0
"57",0
"58",0
"59",0.0112853605560416
"60",0
"61",0
"62",0
"63",0
"64",0
"65",-0.0812077504021143
"66",0
"67",0.00755087686678768
"68",0
"69",0
"70",0
"71",-0.00137962714846581
"72",0
"73",0
"74",-0.0213398577751343
"75",0
"76",0
"77",-0.00727038589356063
"78",0
"79",-0.0183066072822837
"80",-0.0173018134881531
"81",0.0441933415654727
"82",0.0479451800934753
"83",0
"84",0.0222777859337321
"85",0
"86",0
"87",0.0081319978473435
"88",0
"89",0
"90",0
"91",0
"92",-0.00969020456363463
"93",-0.0220809963362935
"94",-0.0125102691356413
"95",0
"96",0
"97",0
"98",0
"99",0
"100",0.00550443914178043
"101",0
