"vars","p.value","z","V2_better","site"
"Site1_Local","0.000783228259157471","-3.16208161976625",TRUE,1
"Site2_Local","0.604471107428468","0.264937271871289",FALSE,1
"Site3_Local","0.405964453633991","-0.23793835420878",FALSE,1
"DAC","0.233476109889959","-0.7274469212256",FALSE,1
"Meta","0.0716481445934478","-1.46362554408704",FALSE,1
"SHIR","0.722302629230436","0.58969560609558",FALSE,1
"fedavg","0.0601674683754079","-1.55336928374315",FALSE,1
"Qfedavg","5.70166512083085e-09","-5.70841470052828",FALSE,1
"fedavgM","0.0208243831048749","-2.03701273124622",TRUE,1
"coef_fedprox_lr0.01_drop0_mu0","0.999675263791779","3.41006565913293",FALSE,1
"Site1_Local","0.999250035827624","3.17469739057729",FALSE,2
"Site2_Local","0.000214632146087527","-3.52140633168066",TRUE,2
"Site3_Local","0.982937621834197","2.11859443633166",FALSE,2
"DAC","0.953815333887627","1.6830297508964",FALSE,2
"Meta","0.429371425201551","-0.177974693107277",FALSE,2
"SHIR","0.920426343275196","1.40794514601168",FALSE,2
"fedavg","0.000120675445357917","-3.67126716280673",TRUE,2
"Qfedavg","0.799195779998489","0.838752091560955",FALSE,2
"fedavgM","0.000253063167884874","-3.47749296306612",TRUE,2
"coef_fedprox_lr0.01_drop0_mu0","0.984897823098464","2.16740017684278",FALSE,2
"Site1_Local","0.999937555983204","3.83632712660986",FALSE,3
"Site2_Local","0.984749884704878","2.16353271149733",FALSE,3
"Site3_Local","7.43304795143472e-05","-3.79329568244036",FALSE,3
"DAC","0.0337527640997536","-1.82829341086768",TRUE,3
"Meta","0.0193490543305969","-2.06738268329173",TRUE,3
"SHIR","0.668614365082442","0.436090223890355",FALSE,3
"fedavg","0.0191268220119686","-2.07212651668747",TRUE,3
"Qfedavg","0.998429193011516","2.95353066166641",FALSE,3
"fedavgM","0.0282156468153498","-1.9076900103051",TRUE,3
"coef_fedprox_lr0.01_drop0_mu0","0.999300180871768","3.19472564241597",FALSE,3
