"Model","AUPRC","Site"
"Central",0.892816282212856,1
"Site1_Local",0.92064843031738,1
"Site2_Local",0.891596326097387,1
"Site3_Local",0.89579879843025,1
"DAC",0.897099624476838,1
"Meta",0.899027009724758,1
"SHIR",0.892055770990877,1
"fedavg",0.896683985332779,1
"Qfedavg",0.944151527022879,1
"fedavgM",0.898393249696396,1
"coef_fedprox_lr0.01_drop0_mu0",0.876565685006229,1
"Central",0.91861654129058,2
"Site1_Local",0.902710210817097,2
"Site2_Local",0.931456631087734,2
"Site3_Local",0.913567676886625,2
"DAC",0.916590823262343,2
"Meta",0.920214000037908,2
"SHIR",0.916028824024039,2
"fedavg",0.925853994876563,2
"Qfedavg",0.917688720553067,2
"fedavgM",0.925877513796763,2
"coef_fedprox_lr0.01_drop0_mu0",0.914317366644978,2
"Central",0.907325915895202,3
"Site1_Local",0.893038898514338,3
"Site2_Local",0.899403575307004,3
"Site3_Local",0.913795242220114,3
"DAC",0.908689844939098,3
"Meta",0.91087730493997,3
"SHIR",0.906259630179764,3
"fedavg",0.911384594070467,3
"Qfedavg",0.894649330241899,3
"fedavgM",0.91122753590882,3
"coef_fedprox_lr0.01_drop0_mu0",0.902732489570697,3
