"Model","AUPRC","Site"
"Central",0.92871948068217,1
"Site1_Local",0.95498338815327,1
"Site2_Local",0.920396242786841,1
"Site3_Local",0.924743329509155,1
"DAC",0.926354847556671,1
"Meta",0.932778833835892,1
"SHIR",0.919193192918978,1
"fedavg",0.940410614065107,1
"Qfedavg",0.967215194164804,1
"fedavgM",0.940749240976935,1
"coef_fedprox_lr0.01_drop0_mu0",0.927534405161739,1
"Central",0.904973779753414,2
"Site1_Local",0.893096096269578,2
"Site2_Local",0.917516114703334,2
"Site3_Local",0.904667882251203,2
"DAC",0.902593330861215,2
"Meta",0.911443266951689,2
"SHIR",0.901007853877771,2
"fedavg",0.909051237842,2
"Qfedavg",0.895900004878199,2
"fedavgM",0.909097551656717,2
"coef_fedprox_lr0.01_drop0_mu0",0.903824439461645,2
"Central",0.913102428088366,3
"Site1_Local",0.904896005852123,3
"Site2_Local",0.900269308264144,3
"Site3_Local",0.918197597142401,3
"DAC",0.9122958371465,3
"Meta",0.915099845523443,3
"SHIR",0.906935507306933,3
"fedavg",0.917026960013389,3
"Qfedavg",0.900366986695439,3
"fedavgM",0.916963444942473,3
"coef_fedprox_lr0.01_drop0_mu0",0.914555638301016,3
